row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Đi vay đã trả,Chuyển đổi khoảnvay thành cổ phầnuru đãi,Lãi vay phải trả,Lãi vay đã trả,Cổ tức phải trả,Cổ tức đã trả,numeric__Mối quan hệ,numeric__Đi vay đã trả,numeric__Chuyển đổi khoảnvay thành cổ phầnuru đãi,numeric__Lãi vay phải trả,numeric__Lãi vay đã trả,numeric__Cổ tức phải trả,numeric__Cổ tức đã trả
Tập đoàn Vingroup - Công ty CP,Tập đoàn Vingroup - Công ty CP,Tập đoàn Vingroup - Công ty CP,Công ty mẹ,2.663.170.400.000,,(57.137.504.234),95.768.698.991,(130.385.978.462),130.385.978.462,,2663170400000.0,,-57137504234.0,95768698991.0,-130385978462.0,130385978462.0
Warburg Pincus,Warburg Pincus,Warburg Pincus,Cổ đông lớn,,314.400.000.000,(22.135.886.422),22.135.886.422,(555.009.192.009),555.009.192.009,,,314400000000.0,-22135886422.0,22135886422.0,-555009192009.0,555009192009.0
Credit Suisse,Credit Suisse,Credit Suisse,Cổ đông lớn,,104.800.000.000,(7.378.628.807),7.378.628.807,(185.002.397.336),185.002.397.336,,,104800000000.0,-7378628807.0,7378628807.0,-185002397336.0,185002397336.0
Công ty Nam Hà Nội,Công ty Nam Hà Nội,Công ty Nam Hà Nội,Cổ đông lớn,,,,,(80.947.254.143),80.947.254.143,,,,,,-80947254143.0,80947254143.0
Công ty Cổ phần Đầu tư và Phát triển Địa Óc thành phố Hoàng Gia,Công ty Cổ phần Đầu tư và Phát triển Địa Óc thành phố Hoàng Gia,Công ty Cổ phần Đầu tư và Phát triển Địa Óc thành phố Hoàng Gia,Cổ đông lớn,,,,,(105.206.935.731),105.206.935.731,,,,,,-105206935731.0,105206935731.0
Công ty Cổ phần Đầu tư và Phát triển Đô thị Sài Đồng,Công ty Cổ phần Đầu tư và Phát triển Đô thị Sài Đồng,Công ty Cổ phần Đầu tư và Phát triển Đô thị Sài Đồng,Cổ đông lớn(từ tháng 4 năm 2017),,,,,(151.875.490.226),151.875.490.226,,,,,,-151875490226.0,151875490226.0
"Công ty Cổ phần Vinpearlland (""Công ty Vinpearland"")","Công ty Cổ phần Vinpearlland (""Công ty Vinpearland"")","Công ty Cổ phần Vinpearlland (""Công ty Vinpearland"")",Cổ đông lớn,,,,,(53.126.813.737),53.126.813.737,,,,,,-53126813737.0,53126813737.0
