row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Chi phí xây dựng trích trước,Chi phí xây dựng trích trước,Chi phí xây dựng trích trước,331.038.967.196,211.709.597.709,331038967196.0,211709597709.0
Chi phí lãi vay phải trả,Chi phí lãi vay phải trả,Chi phí lãi vay phải trả,89.444.237.641,60.508.494.372,89444237641.0,60508494372.0
Các khoản chi phí phải trả khác,Các khoản chi phí phải trả khác,Các khoản chi phí phải trả khác,93.514.385.578,130.563.066.279,93514385578.0,130563066279.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,513.997.590.415,402.781.158.360,513997590415.0,402781158360.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi phí phải trả cho các bên khác,Trong đó: > Chi phí phải trả cho các bên khác,Chi phí phải trả cho các bên khác,512.583.314.415,357.005.535.838,512583314415.0,357005535838.0
Chi phí phải trả cho các bên liên quan(Thuyết minh số 34),Trong đó: > Chi phí phải trả cho các bên liên quan(Thuyết minh số 34),Chi phí phải trả cho các bên liên quan(Thuyết minh số 34),1.414.276.000,45.775.622.522,1414276000.0,45775622522.0
