row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,13.356.535.681.339,7.386.780.683.535,,,13356535681339.0,7386780683535.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,1.421.529.231.881,1.697.770.643.584,,4.0,1421529231881.0,1697770643584.0
111,111,111,1. Tiền,,851.529.231.881,396.770.643.584,,,851529231881.0,396770643584.0
112,112,112,2. Các khoản tương đương tiền,,570.000.000.000,1.301.000.000.000,,,570000000000.0,1301000000000.0
120,120,120,II. Đầu tư ngắn hạn,5,60.181.546.761,-,,5.0,60181546761.0,
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,,60.181.546.761,-,,,60181546761.0,
130,130,130,III. Các khoản phải thu ngắn hạn,,4.052.502.966.557,3.339.978.283.431,,,4052502966557.0,3339978283431.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6.1,567.834.036.030,829.118.701.188,,61.0,567834036030.0,829118701188.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6.2,277.332.511.822,112.430.599.662,,62.0,277332511822.0,112430599662.0
135,135,135,3. Phải thu về cho vay ngắn hạn,34,2.613.600.000.000,-,,34.0,2613600000000.0,
136,136,136,4. Phải thu ngắn hạn khác,7,663.549.796.021,2.460.532.042.477,,7.0,663549796021.0,2460532042477.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,"6.1, 7",(69.813.377.316),(62.103.059.896),,,-69813377316.0,-62103059896.0
140,140,140,IV. Hàng tồn kho,9,1.816.699.091.977,682.802.020.831,,9.0,1816699091977.0,682802020831.0
141,141,141,1. Hàng tồn kho,,1.842.989.435.687,682.802.020.831,,,1842989435687.0,682802020831.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(26.290.343.710),-,,,-26290343710.0,
150,150,150,V. Tài sản ngắn hạn khác,,6.005.622.844.163,1.666.229.735.689,,,6005622844163.0,1666229735689.0
151,151,151,1. Chi phí trả trước ngắn hạn,10,347.781.813.747,134.128.817.640,,10.0,347781813747.0,134128817640.0
152,152,152,2. Thuế GTGT được khấu trừ,,125.297.469.785,53.325.440.560,,,125297469785.0,53325440560.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,,2.160.024.734,7.316.363.452,,,2160024734.0,7316363452.0
155,155,155,4. Tài sản ngắn hạn khác,11,5.530.383.535.897,1.471.459.114.037,,11.0,5530383535897.0,1471459114037.0
