row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,12.039.182.364.957,9.615.764.625.070,,,12039182364957.0,9615764625070.0
310,310,310,I. Nợ ngắn hạn,,8.138.185.249.855,2.732.786.353.833,,,8138185249855.0,2732786353833.0
311,311,311,1. Phải trả người bán ngắn hạn,19,1.065.331.095.768,453.462.128.499,,19.0,1065331095768.0,453462128499.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,20,2.182.538.040.726,1.001.726.658.662,,20.0,2182538040726.0,1001726658662.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,21,210.977.942.122,69.898.475.574,,21.0,210977942122.0,69898475574.0
314,314,314,4. Phải trả người lao động,,6.656.956.329,7.159.513.795,,,6656956329.0,7159513795.0
315,315,315,5. Chi phí phải trả ngắn hạn,22,513.997.590.415,402.781.158.360,,22.0,513997590415.0,402781158360.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,24,31.229.205.083,36.729.973.600,,24.0,31229205083.0,36729973600.0
319,319,319,7. Phải trả ngắn hạn khác,23,1.299.618.600.994,749.123.204.412,,23.0,1299618600994.0,749123204412.0
320,320,320,8. Vay và nợ ngắn hạn,25.1,2.815.687.168.461,6.470.632.184,,251.0,2815687168461.0,6470632184.0
321,321,321,9. Dự phòng phải trả ngắn hạn,,9.252.492.453,2.538.451.243,,,9252492453.0,2538451243.0
322,322,322,"10. Quỹ khen thưởng, phúc lợi",,2.896.157.504,2.896.157.504,,,2896157504.0,2896157504.0
330,330,330,II. Nợ dài hạn,,3.900.997.115.102,6.882.978.271.237,,,3900997115102.0,6882978271237.0
336,336,336,1. Doanh thu chưa thực hiện dài hạn,24,56.368.606.277,92.194.087.312,,24.0,56368606277.0,92194087312.0
337,337,337,2. Phải trả dài hạn khác,23,623.930.109.316,551.324.610.424,,23.0,623930109316.0,551324610424.0
338,338,338,3. Vay và nợ dài hạn,25.2,3.158.122.599.141,5.954.349.028.639,,252.0,3158122599141.0,5954349028639.0
341,341,341,4. Thuế thu nhập hoãn lại phải trả,33.3,62.575.800.368,283.419.944.863,,333.0,62575800368.0,283419944863.0
342,342,342,5. Dự phòng phải trả dài hạn,,-,1.690.599.999,,,,1690599999.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,26.094.054.670.222,24.683.385.131.878,,,26094054670222.0,24683385131878.0
410,410,410,I. Vốn chủ sở hữu,26,26.094.054.670.222,24.683.385.131.878,,26.0,26094054670222.0,24683385131878.0
411,411,411,1. Vốn cổ phần đã phát hành,,19.010.787.330.000,21.091.724.950.000,,,19010787330000.0,21091724950000.0
411a,411a,411a,- Cổ phần phổ thông có quyền biểu quyết,,19.010.787.330.000,15.166.399.400.000,,,19010787330000.0,15166399400000.0
411b,411b,411b,- Cổ phần ưu đãi,,-,5.925.325.550.000,,,,5925325550000.0
412,412,412,2. Thặng dư vốn cổ phần,,4.324.379.868.907,1.788.492.262.669,,,4324379868907.0,1788492262669.0
420,420,420,3. Quỹ khác thuộc vốn chủ sở hữu,,(58.419.891.967),(58.419.891.967),,,-58419891967.0,-58419891967.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,2.786.541.240.791,1.831.051.293.949,,,2786541240791.0,1831051293949.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối đến cuối năm trước,,1.831.051.293.949,198.191.335.424,,,1831051293949.0,198191335424.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,955.489.946.842,1.632.859.958.525,,,955489946842.0,1632859958525.0
429,429,429,5. Lợi ích cổ đông không kiểm soát,,30.766.122.491,30.536.517.227,,,30766122491.0,30536517227.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,38.133.287.005/178,34.299.149.756.948,,,,34299149756948.0
