row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Lợi nhuận thuần sau thuế phân bổ cho cổ đông của Công ty,Lợi nhuận thuần sau thuế phân bổ cho cổ đông của Công ty,Lợi nhuận thuần sau thuế phân bổ cho cổ đông của Công ty,2.027.446.836.794,2.436.561.458.525,2027446836794.0,2436561458525.0
Cổ tức trả cho cổ đông nằm giữ cổ phiếu ưu đãi trong năm,Cổ tức trả cho cổ đông nằm giữ cổ phiếu ưu đãi trong năm,Cổ tức trả cho cổ đông nằm giữ cổ phiếu ưu đãi trong năm,(740.010.147.796),(803.701.500.000),-740010147796.0,-803701500000.0
Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu,Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu,Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu,1.287.436.688.998,1.632.859.958.525,1287436688998.0,1632859958525.0
Ảnh hưởng suy giảm:,Ảnh hưởng suy giảm:,Ảnh hưởng suy giảm:,,,,
Chi phí lãi vay (sau thuế) của khoản vay chuyển đổi,Ảnh hưởng suy giảm: > Chi phí lãi vay (sau thuế) của khoản vay chuyển đổi,Chi phí lãi vay (sau thuế) của khoản vay chuyển đổi,(*),32.834.354.362,,32834354362.0
Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông để tính lãi suy giảm trên cổ phiếu,Ảnh hưởng suy giảm: > Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông để tính lãi suy giảm trên cổ phiếu,Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông để tính lãi suy giảm trên cổ phiếu,1.287.436.688.998,1.665.694.312.887,1287436688998.0,1665694312887.0
Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi cơ bản trên cổ phiếu,Ảnh hưởng suy giảm: > Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi cơ bản trên cổ phiếu,Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi cơ bản trên cổ phiếu,1.627.231.922,1.085.503.714,1627231922.0,1085503714.0
Ảnh hưởng suy giảm:,Ảnh hưởng suy giảm:,Ảnh hưởng suy giảm:,,,,
Cổ phiếu phổ thông tiềm năng có tác động suy giảm được chuyển đổi từ các khoản vay chuyển đổi,Ảnh hưởng suy giảm: > Cổ phiếu phổ thông tiềm năng có tác động suy giảm được chuyển đổi từ các khoản vay chuyển đổi,Cổ phiếu phổ thông tiềm năng có tác động suy giảm được chuyển đổi từ các khoản vay chuyển đổi,(*),45.080.000,,45080000.0
Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi suy giảm trên cổ phiếu,Ảnh hưởng suy giảm: > Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi suy giảm trên cổ phiếu,Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi suy giảm trên cổ phiếu,1.627.231.922,1.130.583.714,1627231922.0,1130583714.0
Lãi cơ bản trên cổ phiếu,Ảnh hưởng suy giảm: > Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,791,1.504,791.0,1504.0
Lãi suy giảm trên cổ phiếu,Ảnh hưởng suy giảm: > Lãi suy giảm trên cổ phiếu,Lãi suy giảm trên cổ phiếu,791,1.473,791.0,1473.0
