row_label_raw,row_label_full,"Mã số 02. Khấu hao tài sản cố định hữu hình, bất động sản đầu tư và hao mòn tài sản cố định vô hình (bao gồm phân bổ lợi thế thương mại)Khấu hao và hao mòn(Thuyết minh số 12,13,14)Phân bổ lợi thế thương mại(Thuyết minh số 18)",Năm nay > 863.462.848.03772.583.673.210,Đơn vị tính: VNDNăm trước > 664.269.974.52072.592.714.307,numeric__Năm nay > 863.462.848.03772.583.673.210,numeric__Đơn vị tính: VNDNăm trước > 664.269.974.52072.592.714.307
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,936.046.521.247,736.862.688.827,936046521247.0,736862688827.0
"Mã số 05 – Lãi từ hoạt động đầu tưLãi từ thanh lý tài sản cố định(Thuyết minh số 32)Lợi nhuận được chia từ công ty liên kết(Thuyết minh số 17)Lỗ/(lãi) từ thanh lý các khoản đầu tư(Thuyết minh số 29/Thuyết minh số 27.2)Thu nhập lãi tiền gửi, tiền cho vay, đặt cọc(Thuyết minh số 27.2)","Mã số 05 – Lãi từ hoạt động đầu tưLãi từ thanh lý tài sản cố định(Thuyết minh số 32)Lợi nhuận được chia từ công ty liên kết(Thuyết minh số 17)Lỗ/(lãi) từ thanh lý các khoản đầu tư(Thuyết minh số 29/Thuyết minh số 27.2)Thu nhập lãi tiền gửi, tiền cho vay, đặt cọc(Thuyết minh số 27.2)","Mã số 05 – Lãi từ hoạt động đầu tưLãi từ thanh lý tài sản cố định(Thuyết minh số 32)Lợi nhuận được chia từ công ty liên kết(Thuyết minh số 17)Lỗ/(lãi) từ thanh lý các khoản đầu tư(Thuyết minh số 29/Thuyết minh số 27.2)Thu nhập lãi tiền gửi, tiền cho vay, đặt cọc(Thuyết minh số 27.2)",(1.292.614.348)(539.870.358.463)633.654.466.843(586.894.964.438),(2.067.949.805)(783.710.842.475)(618.499.330.337)(624.699.084.139),,
TỔNG CỘNG,"Mã số 05 – Lãi từ hoạt động đầu tưLãi từ thanh lý tài sản cố định(Thuyết minh số 32)Lợi nhuận được chia từ công ty liên kết(Thuyết minh số 17)Lỗ/(lãi) từ thanh lý các khoản đầu tư(Thuyết minh số 29/Thuyết minh số 27.2)Thu nhập lãi tiền gửi, tiền cho vay, đặt cọc(Thuyết minh số 27.2) > TỔNG CỘNG",TỔNG CỘNG,(494.403.470.406),(2.028.977.206.756),-494403470406.0,-2028977206756.0
"Mã số 21 – Tiền chi để mua sắm, xây dựng tài sản cố định (TSCĐ) và các tài sản dài hạn khácMua sắm, xây dựng tài sản cố định và các tài sản dài hạn khácĐặt cọc cho các dự án bất động sản tiềm năng","Mã số 21 – Tiền chi để mua sắm, xây dựng tài sản cố định (TSCĐ) và các tài sản dài hạn khácMua sắm, xây dựng tài sản cố định và các tài sản dài hạn khácĐặt cọc cho các dự án bất động sản tiềm năng","Mã số 21 – Tiền chi để mua sắm, xây dựng tài sản cố định (TSCĐ) và các tài sản dài hạn khácMua sắm, xây dựng tài sản cố định và các tài sản dài hạn khácĐặt cọc cho các dự án bất động sản tiềm năng",(1.588.697.605.033)(5.635.183.535.897),(863.531.229.249)(595.232.830.168),,
TỔNG CỘNG,"Mã số 21 – Tiền chi để mua sắm, xây dựng tài sản cố định (TSCĐ) và các tài sản dài hạn khácMua sắm, xây dựng tài sản cố định và các tài sản dài hạn khácĐặt cọc cho các dự án bất động sản tiềm năng > TỔNG CỘNG",TỔNG CỘNG,(7.223.881.140.930),(1.458.764.059.417),-7223881140930.0,-1458764059417.0
"Mã số 26 – Tiền thu hồi đầu tư góp vốn vào đơn vị khácTiền thu do nhượng bán các khoản đầu tưvào công ty con, sau khi trừ số dư tiền tạicông ty conTiền thu do nhượng bán các khoản đầu tưvào công ty liên kết và đơn vị khácThu lại tiền đặt cọc cho mục đích mua cổ phần của công ty conThu hồi tiền đặt cọc cho mục đích đầu tư vào các dự án bất động sản","Mã số 21 – Tiền chi để mua sắm, xây dựng tài sản cố định (TSCĐ) và các tài sản dài hạn khácMua sắm, xây dựng tài sản cố định và các tài sản dài hạn khácĐặt cọc cho các dự án bất động sản tiềm năng > Mã số 26 – Tiền thu hồi đầu tư góp vốn vào đơn vị khácTiền thu do nhượng bán các khoản đầu tưvào công ty con, sau khi trừ số dư tiền tạicông ty conTiền thu do nhượng bán các khoản đầu tưvào công ty liên kết và đơn vị khácThu lại tiền đặt cọc cho mục đích mua cổ phần của công ty conThu hồi tiền đặt cọc cho mục đích đầu tư vào các dự án bất động sản","Mã số 26 – Tiền thu hồi đầu tư góp vốn vào đơn vị khácTiền thu do nhượng bán các khoản đầu tưvào công ty con, sau khi trừ số dư tiền tạicông ty conTiền thu do nhượng bán các khoản đầu tưvào công ty liên kết và đơn vị khácThu lại tiền đặt cọc cho mục đích mua cổ phần của công ty conThu hồi tiền đặt cọc cho mục đích đầu tư vào các dự án bất động sản",261.921.400.6953.312.335.000.000-14.111.557.300,3.476.619.844.5156.000.000.000248.353.333.335127.216.681.342,,3.4766198445156e+46
TỔNG CỘNG,"Mã số 21 – Tiền chi để mua sắm, xây dựng tài sản cố định (TSCĐ) và các tài sản dài hạn khácMua sắm, xây dựng tài sản cố định và các tài sản dài hạn khácĐặt cọc cho các dự án bất động sản tiềm năng > TỔNG CỘNG",TỔNG CỘNG,3.588.367.957.995,3.858.189.859.192,3588367957995.0,3858189859192.0
