row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm,Đơn vị tính: VND,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Đơn vị tính: VND
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,17.1,-,4.029.021.936.688,171.0,,4029021936688.0
Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,17.2,1.830.000.000.000,-,172.0,1830000000000.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,1.830.000.000.000,4.029.021.936.688,,1830000000000.0,4029021936688.0
