row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Dự phòng,Đơn vị tính: VND > Số đầu năm,Đơn vị tính: VND > Số đầu năm_1,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Dự phòng,numeric__Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số đầu năm_1
Bắt động sản để bán đang xây dựng dở dang (i),Bắt động sản để bán đang xây dựng dở dang (i),Bắt động sản để bán đang xây dựng dở dang (i),1.786.872.630.859,(26.290.343.710),541.519.759.031,-,1786872630859.0,-26290343710.0,541519759031.0,
Thành phẩm bắt động sản,Thành phẩm bắt động sản,Thành phẩm bắt động sản,55.561.600.549,-,133.183.518.670,-,55561600549.0,,133183518670.0,
Hàng tồn kho khác,Hàng tồn kho khác,Hàng tồn kho khác,555.204.279,-,8.098.743.130,-,555204279.0,,8098743130.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.842.989.435.687,(26.290.343.710),682.802.020.831,-,1842989435687.0,-26290343710.0,682802020831.0,
