row_label_raw,row_label_full,col_0,Thuyết minh,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,Số phát sinh trong năm > Tăng,Số phát sinh trong năm > Giảm,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,numeric__Thuyết minh,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ,numeric__Số phát sinh trong năm > Tăng,numeric__Số phát sinh trong năm > Giảm,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ
Trái phiếu doanh nghiệp,Trái phiếu doanh nghiệp,Trái phiếu doanh nghiệp,25.2.1,2.792.824.999.998,2.792.824.999.998,2.992.061.111.166,(2.795.216.666.664),2.989.669.444.500,2.989.669.444.500,2521.0,2792824999998.0,2792824999998.0,2992061111166.0,-2795216666664.0,2989669444500.0,2989669444500.0
Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,,42.553.628.641,42.553.628.641,-,(42.553.628.641),-,-,,42553628641.0,42553628641.0,,-42553628641.0,,
Vay chuyển đổi từ các cổ đông,Vay chuyển đổi từ các cổ đông,Vay chuyển đổi từ các cổ đông,"25.2.2, 34",455.800.000.000,455.800.000.000,-,(455.800.000.000),-,-,,455800000000.0,455800000000.0,,-455800000000.0,,
Vay từ các bên liên quan,Vay từ các bên liên quan,Vay từ các bên liên quan,34,2.663.170.400.000,2.663.170.400.000,-,(2.663.170.400.000),-,-,34.0,2663170400000.0,2663170400000.0,,-2663170400000.0,,
Nợ dài hạn khác từ bên liên quan,Nợ dài hạn khác từ bên liên quan,Nợ dài hạn khác từ bên liên quan,34,-,-,168.453.154.641,-,168.453.154.641,168.453.154.641,34.0,,,168453154641.0,,168453154641.0,168453154641.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,5.954.349.028.639,5.954.349.028.639,3.160.514.265.807,(5.956.740.695.305),3.158.122.599.141,3.158.122.599.141,,5954349028639.0,5954349028639.0,3160514265807.0,-5956740695305.0,3158122599141.0,3158122599141.0
