row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,2.168.753.522.303,2.587.957.674.792,2168753522303.0,2587957674792.0
Thuế TNDN tính theo thuế suất của Công ty và các công ty con,Thuế TNDN tính theo thuế suất của Công ty và các công ty con,Thuế TNDN tính theo thuế suất của Công ty và các công ty con,433.750.704.461,517.591.534.958,433750704461.0,517591534958.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,
Phân bổ lợi thế thương mại,Các khoản điều chỉnh: > Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,14.516.734.642,14.518.542.861,14516734642.0,14518542861.0
Chênh lệch từ việc đánh giá lại giá trị hợp lý khi sáp nhập các công ty con,Các khoản điều chỉnh: > Chênh lệch từ việc đánh giá lại giá trị hợp lý khi sáp nhập các công ty con,Chênh lệch từ việc đánh giá lại giá trị hợp lý khi sáp nhập các công ty con,(241.547.277.730),(63.860.783.413),-241547277730.0,-63860783413.0
Chênh lệch giá vốn báo cáo tài chính riêng và báo cáo tài chính hợp nhất,Các khoản điều chỉnh: > Chênh lệch giá vốn báo cáo tài chính riêng và báo cáo tài chính hợp nhất,Chênh lệch giá vốn báo cáo tài chính riêng và báo cáo tài chính hợp nhất,10.423.458.518,7.747.787.411,10423458518.0,7747787411.0
Lãi từ việc thanh lý công ty con và mất quyền kiểm soát trên báo cáo tài chính hợp nhất so với báo cáo tài chính riêng,Các khoản điều chỉnh: > Lãi từ việc thanh lý công ty con và mất quyền kiểm soát trên báo cáo tài chính hợp nhất so với báo cáo tài chính riêng,Lãi từ việc thanh lý công ty con và mất quyền kiểm soát trên báo cáo tài chính hợp nhất so với báo cáo tài chính riêng,-,(61.603.001.995),,-61603001995.0
Chênh lệch lãi/lỗ từ việc chuyển nhượng công ty liên kết trên báo cáo tài chính hợp nhất so với báo cáo tài chính riêng,Các khoản điều chỉnh: > Chênh lệch lãi/lỗ từ việc chuyển nhượng công ty liên kết trên báo cáo tài chính hợp nhất so với báo cáo tài chính riêng,Chênh lệch lãi/lỗ từ việc chuyển nhượng công ty liên kết trên báo cáo tài chính hợp nhất so với báo cáo tài chính riêng,126.920.115.591,-,126920115591.0,
Phân bổ lỗ từ sáp nhập các công ty con,Các khoản điều chỉnh: > Phân bổ lỗ từ sáp nhập các công ty con,Phân bổ lỗ từ sáp nhập các công ty con,(34.764.324.792),(24.281.332.707),-34764324792.0,-24281332707.0
Phân lãi trong công ty liên kết,Các khoản điều chỉnh: > Phân lãi trong công ty liên kết,Phân lãi trong công ty liên kết,(107.974.071.693),(156.742.168.495),-107974071693.0,-156742168495.0
Phân chiai lợi nhuận sau thuế từ hợp đồng hợp tác kinh doanh,Các khoản điều chỉnh: > Phân chiai lợi nhuận sau thuế từ hợp đồng hợp tác kinh doanh,Phân chiai lợi nhuận sau thuế từ hợp đồng hợp tác kinh doanh,(2.400.000.000),(5.560.000.000),-2400000000.0,-5560000000.0
Lỗ năm trước chuyển sang,Các khoản điều chỉnh: > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(57.330.878.023),(94.859.977.795),-57330878023.0,-94859977795.0
Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Các khoản điều chỉnh: > Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Điều chỉnh thuế TNDN trích thiếu trong những năm trước,2.189.034,8.383.392.008,2189034.0,8383392008.0
Các khoản điều chỉnh khác,Các khoản điều chỉnh: > Các khoản điều chỉnh khác,Các khoản điều chỉnh khác,(519.569.763),6.976.166.542,-519569763.0,6976166542.0
Chỉ phí thuế TNDN ước tính,Các khoản điều chỉnh: > Chỉ phí thuế TNDN ước tính,Chỉ phí thuế TNDN ước tính,141.077.080.245,148.310.159.375,141077080245.0,148310159375.0
