row_label_raw,row_label_full,(1),"Công ty Cổ phần Dịch vụ và Địa ốc Đất Xanh Miền Bắc (""Đất Xanh Miền Bắc"")",Kinh doanh và môi giới BĐS,Đang hoạt động,"63,5","63,5_1","numeric__Công ty Cổ phần Dịch vụ và Địa ốc Đất Xanh Miền Bắc (""Đất Xanh Miền Bắc"")",numeric__Kinh doanh và môi giới BĐS,numeric__Đang hoạt động,"numeric__63,5","numeric__63,5_1"
(2),(2),(2),"Công ty Cổ phần Regal Group (Trước đây là Công ty Cổ phần Đất Xanh Miền Trung) (""Regal Group"")",Kinh doanh và môi giới BĐS,Đang hoạt động,55,55,,,,55.0,55.0
(3),(3),(3),"Công ty Cổ phần Dịch vụ và Đầu tư Đất Xanh Miền Tây (""Đất Xanh Miền Tây"")",Kinh doanh và môi giới BĐS,Đang hoạt động,61,61,,,,61.0,61.0
(4),(4),(4),"Công ty CP Bất Đông Sản GPT (Trước đây là Công ty Cổ phần Đất Xanh Premium) (""GPT"")",Kinh doanh và môi giới BĐS,Đang hoạt động,59,59,,,,59.0,59.0
(5),(5),(5),"Công ty Cổ phần Bất động sản Linkgroup (""Linkgroup"")",Kinh doanh và môi giới BĐS,Đang hoạt động,"80,47","80,47",,,,80.47,80.47
(6),(6),(6),"Công ty Cổ phần DXMD Việt Nam (""DXMD Việt Nam"")",Kinh doanh và môi giới BĐS,Đang hoạt động,61,61,,,,61.0,61.0
(7),(7),(7),"Công ty Cổ phần Phát Triển Địa Ốc Nam Trung Bộ (""Nam Trung Bộ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,71,71,,,,71.0,71.0
