row_label_raw,row_label_full,col_0,Số đầu năm,Số phải nộp trong năm,Số đã nộp trong năm,Giảm do thanh lý công ty con,VND Số cuối năm,numeric__Số đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã nộp trong năm,numeric__Giảm do thanh lý công ty con,numeric__VND Số cuối năm
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,174.380.983.552,29.952.562.262,(78.477.722.032),-,125.855.823.782,174380983552.0,29952562262.0,-78477722032.0,,125855823782.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,80.668.087.713,130.080.937.251,(125.869.666.654),(1.655.767.047),83.223.591.263,80668087713.0,130080937251.0,-125869666654.0,-1655767047.0,83223591263.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,19.552.302.454,33.824.354.406,(39.919.658.893),(1.456.698.960),12.000.299.007,19552302454.0,33824354406.0,-39919658893.0,-1456698960.0,12000299007.0
Khác,Khác,Khác,272.675.921,14.041.253.864,(2.269.719.433),-,12.044.210.352,272675921.0,14041253864.0,-2269719433.0,,12044210352.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,274.874.049.640,207.899.107.783,(246.536.767.012),(3.112.466.007),233.123.924.404,274874049640.0,207899107783.0,-246536767012.0,-3112466007.0,233123924404.0
