row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Công ty Cổ phần Tập đoàn Đất Xanh,Công ty Cổ phần Tập đoàn Đất Xanh,Công ty Cổ phần Tập đoàn Đất Xanh,Công ty mẹ,
"Công ty Cổ phần Xây dựng FBV (""Xây dựng FBV"")","Công ty Cổ phần Xây dựng FBV (""Xây dựng FBV"")","Công ty Cổ phần Xây dựng FBV (""Xây dựng FBV"")",Công ty trong cùng tập đoàn (tới ngày 28 tháng 12 năm 2023),
"Công ty Cổ phần DBFS (trước đây là Công ty Cổ phần Đất Xanh E&C) (""DBFS"")","Công ty Cổ phần DBFS (trước đây là Công ty Cổ phần Đất Xanh E&C) (""DBFS"")","Công ty Cổ phần DBFS (trước đây là Công ty Cổ phần Đất Xanh E&C) (""DBFS"")",Công ty trong cùng tập đoàn (tới ngày 5 tháng 10 năm 2023),
"Công ty TNHH Charm & CI Việt Nam (""Charm & Cl"")","Công ty TNHH Charm & CI Việt Nam (""Charm & Cl"")","Công ty TNHH Charm & CI Việt Nam (""Charm & Cl"")",Công ty trong cùng tập đoàn,
"Công ty TNHH Xây dựng Thương mại Dịch vụ Hà Thuận Hùng (""Hà Thuận Hùng"")","Công ty TNHH Xây dựng Thương mại Dịch vụ Hà Thuận Hùng (""Hà Thuận Hùng"")","Công ty TNHH Xây dựng Thương mại Dịch vụ Hà Thuận Hùng (""Hà Thuận Hùng"")",Công ty trong cùng tập đoàn,
"Công ty Cổ phần Vicco Sài Gòn (""Vicco"")","Công ty Cổ phần Vicco Sài Gòn (""Vicco"")","Công ty Cổ phần Vicco Sài Gòn (""Vicco"")",Công ty trong cùng tập đoàn,
"Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An (""Hà An"")","Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An (""Hà An"")","Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An (""Hà An"")",Công ty trong cùng tập đoàn,
"Công ty Cổ phần Đầu tư Bất động sản Miền Bắc (""DTMB"")","Công ty Cổ phần Đầu tư Bất động sản Miền Bắc (""DTMB"")","Công ty Cổ phần Đầu tư Bất động sản Miền Bắc (""DTMB"")",Công ty trong cùng tập đoàn,
"Công ty Cổ phần Đầu tư Hội An Invest (""Hội An"")","Công ty Cổ phần Đầu tư Hội An Invest (""Hội An"")","Công ty Cổ phần Đầu tư Hội An Invest (""Hội An"")",Công ty trong cùng tập đoàn,
"Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Nam (""DXMN"")","Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Nam (""DXMN"")","Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Nam (""DXMN"")",Công ty liên kết,
"Công ty TNHH Đầu tư Lê Gia Newland (""Lê Gia Newland"")","Công ty TNHH Đầu tư Lê Gia Newland (""Lê Gia Newland"")","Công ty TNHH Đầu tư Lê Gia Newland (""Lê Gia Newland"")",Công ty liên kết,
Ông Nguyễn Trường Sơn,Ông Nguyễn Trường Sơn,Ông Nguyễn Trường Sơn,Chủ tịch,
Ông Trần Quốc Thịnh,Ông Trần Quốc Thịnh,Ông Trần Quốc Thịnh,Phó chủ tịch,
Ông Dương Văn Bắc,Ông Dương Văn Bắc,Ông Dương Văn Bắc,Thành viên HĐQT (từ nhiệm ngày 23 tháng 5 năm 2023),
Ông Phạm Anh Khôi,Ông Phạm Anh Khôi,Ông Phạm Anh Khôi,Thành viên HĐQT,
Ông Hà Đức Hiếu,Ông Hà Đức Hiếu,Ông Hà Đức Hiếu,Thành viên HĐQT (bổ nhiệm ngày 17 tháng 8 năm 2023),
Ông Trần Thanh Tân,Ông Trần Thanh Tân,Ông Trần Thanh Tân,Thành viên HĐQT độc lập,
Bà Phạm Thị Nguyên Thanh,Bà Phạm Thị Nguyên Thanh,Bà Phạm Thị Nguyên Thanh,Tổng Giám đốc,
Ông Nguyễn Văn Văn,Ông Nguyễn Văn Văn,Ông Nguyễn Văn Văn,Nhân viên tập đoàn,
Các cá nhân,Các cá nhân,Các cá nhân,Nhân viên tập đoàn,
