row_label_raw,row_label_full,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ biểu quyết (%),Tỷ lệ biểu quyết (%)_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Tỷ lệ biểu quyết (%),numeric__Tỷ lệ biểu quyết (%)_1
Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2022,,,,
Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),,,,
"(8) Công ty Cổ phần Dịch vụ Bất động sản Quốc tế (Trước đây là Công ty Cổ phần Dịch vụ Bất Động Sản Quốc Tế) (""Tiptek"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (8) Công ty Cổ phần Dịch vụ Bất động sản Quốc tế (Trước đây là Công ty Cổ phần Dịch vụ Bất Động Sản Quốc Tế) (""Tiptek"")","(8) Công ty Cổ phần Dịch vụ Bất động sản Quốc tế (Trước đây là Công ty Cổ phần Dịch vụ Bất Động Sản Quốc Tế) (""Tiptek"")",Kinh doanh và môi giới BĐS,Đang hoạt động,"64,9","64,9",,,64.9,64.9
"(9) Công ty Cổ phần Đầu tư và Dịch vụ Bất động sản Tây Nam (""Bất động sản Tây Nam"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (9) Công ty Cổ phần Đầu tư và Dịch vụ Bất động sản Tây Nam (""Bất động sản Tây Nam"")","(9) Công ty Cổ phần Đầu tư và Dịch vụ Bất động sản Tây Nam (""Bất động sản Tây Nam"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,51.0,51.0
"(10) Công ty Cổ phần Địa ốc Viethomes (""Viethomes"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (10) Công ty Cổ phần Địa ốc Viethomes (""Viethomes"")","(10) Công ty Cổ phần Địa ốc Viethomes (""Viethomes"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,51.0,51.0
"(11) Công ty Cổ phần Bất động sản Bắc Trung Bộ (""BĐS Bắc Trung Bộ"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (11) Công ty Cổ phần Bất động sản Bắc Trung Bộ (""BĐS Bắc Trung Bộ"")","(11) Công ty Cổ phần Bất động sản Bắc Trung Bộ (""BĐS Bắc Trung Bộ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,51.0,51.0
"(12) Công ty Cổ phần Bất động sản Duyên Hải (""BĐS Duyên Hải"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (12) Công ty Cổ phần Bất động sản Duyên Hải (""BĐS Duyên Hải"")","(12) Công ty Cổ phần Bất động sản Duyên Hải (""BĐS Duyên Hải"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,51.0,51.0
"(13) Công ty Cổ phần Bất Động Sản Bắc Bộ (""BĐS Bắc Bộ"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (13) Công ty Cổ phần Bất Động Sản Bắc Bộ (""BĐS Bắc Bộ"")","(13) Công ty Cổ phần Bất Động Sản Bắc Bộ (""BĐS Bắc Bộ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,51.0,51.0
"(14) Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Hùng Vương (""Hùng Vương"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (14) Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Hùng Vương (""Hùng Vương"")","(14) Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Hùng Vương (""Hùng Vương"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,51.0,51.0
"(15) Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Kinh Bắc (""Kinh Bắc"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (15) Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Kinh Bắc (""Kinh Bắc"")","(15) Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Kinh Bắc (""Kinh Bắc"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,51.0,51.0
