row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,325.472.011.043,955.267.186.030,325472011043.0,955267186030.0
Chi phí lương,Chi phí lương,Chi phí lương,109.864.746.915,408.648.920.922,109864746915.0,408648920922.0
Chi phí quảng cáo,Chi phí quảng cáo,Chi phí quảng cáo,98.351.636.295,171.850.326.309,98351636295.0,171850326309.0
Chi phí môi giới,Chi phí môi giới,Chi phí môi giới,39.054.254.457,43.155.579.523,39054254457.0,43155579523.0
Chi phí hỗ trợ lãi vay,Chi phí hỗ trợ lãi vay,Chi phí hỗ trợ lãi vay,32.846.989.765,168.299.058.273,32846989765.0,168299058273.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,14.736.276.470,14.581.347.947,14736276470.0,14581347947.0
Chi phí khác,Chi phí khác,Chi phí khác,30.618.107.141,148.731.953.056,30618107141.0,148731953056.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,278.366.045.981,644.594.737.749,278366045981.0,644594737749.0
Chi phí lương,Chi phí lương,Chi phí lương,117.668.904.939,304.423.345.655,117668904939.0,304423345655.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,31.742.717.205,105.972.135.516,31742717205.0,105972135516.0
Chi phí dự phòng,Chi phí dự phòng,Chi phí dự phòng,24.478.436.575,127.993.814.056,24478436575.0,127993814056.0
Chi phí lợi thế thương mại,Chi phí lợi thế thương mại,Chi phí lợi thế thương mại,21.008.823.156,21.008.823.146,21008823156.0,21008823146.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,19.335.396.378,20.178.567.411,19335396378.0,20178567411.0
Chi phí khác,Chi phí khác,Chi phí khác,64.131.767.728,65.018.051.965,64131767728.0,65018051965.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,603.838.057.024,1.599.861.923.779,603838057024.0,1599861923779.0
