row_label_raw,row_label_full,Số đầu năm > Cộng: Dự phòng trích lập trong năm,Năm nay > 128.649.293.960 > 60.478.341.820,VNDNăm trước > 352.930.518.905 > 110.440.122.788,numeric__Năm nay > 128.649.293.960 > 60.478.341.820,numeric__VNDNăm trước > 352.930.518.905 > 110.440.122.788
Trừ: Giám do Thanh lý công ty con,Trừ: Giám do Thanh lý công ty con,Trừ: Giám do Thanh lý công ty con,-,(326.762.842.177),,-326762842177.0
Trừ: Hoàn nhập dự phòng trong năm,Trừ: Hoàn nhập dự phòng trong năm,Trừ: Hoàn nhập dự phòng trong năm,(35.999.905.245),(7.958.505.556),-35999905245.0,-7958505556.0
Số cuối năm,Số cuối năm,Số cuối năm,153.127.730.535,128.649.293.960,153127730535.0,128649293960.0
