row_label_raw,row_label_full,Ông Nguyễn Trường Sơn,Chữ tịch,col_2,numeric__Chữ tịch,numeric__col_2
Ông Trần Quốc Thịnh,Ông Trần Quốc Thịnh,Ông Trần Quốc Thịnh,Phó Chủ tịch,,,
Ông Phạm Anh Khôi,Ông Phạm Anh Khôi,Ông Phạm Anh Khôi,Thành viên,,,
Ông Hà Đức Hiếu,Ông Hà Đức Hiếu,Ông Hà Đức Hiếu,Thành viên,bỗ nhiệm ngày 17 tháng 8 năm 2023,,
Ông Trần Thanh Tân,Ông Trần Thanh Tân,Ông Trần Thanh Tân,Thành viên độc lập,,,
Ông Dương Văn Bắc,Ông Dương Văn Bắc,Ông Dương Văn Bắc,Thành viên,từ nhiệm ngày 23 tháng 5 năm 2023,,
