row_label_raw,row_label_full,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ biểu quyết (%),Tỷ lệ biểu quyết (%)_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Tỷ lệ biểu quyết (%),numeric__Tỷ lệ biểu quyết (%)_1
Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2022,,,,
Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),,,,
"(34)Công ty Cổ phần Bất động sản Link House Miền Trung (""Linkhouse Miền Trung"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (34)Công ty Cổ phần Bất động sản Link House Miền Trung (""Linkhouse Miền Trung"")","(34)Công ty Cổ phần Bất động sản Link House Miền Trung (""Linkhouse Miền Trung"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,51.0,51.0
"(35)Công ty Cổ phần Công nghệ Dịch vụ Môi giới Ohio (""Ohio"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (35)Công ty Cổ phần Công nghệ Dịch vụ Môi giới Ohio (""Ohio"")","(35)Công ty Cổ phần Công nghệ Dịch vụ Môi giới Ohio (""Ohio"")",Kinh doanh và môi giới BĐS,Đang hoạt động,90,90,,,90.0,90.0
"(36)Công ty TNHH Đầu tư Xây dựng Ngọc Lễ (""Ngọc Lễ"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (36)Công ty TNHH Đầu tư Xây dựng Ngọc Lễ (""Ngọc Lễ"")","(36)Công ty TNHH Đầu tư Xây dựng Ngọc Lễ (""Ngọc Lễ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,75,75,,,75.0,75.0
"(37)Công ty Cổ phần Bất động sản Ecohome (""Ecohome"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (37)Công ty Cổ phần Bất động sản Ecohome (""Ecohome"")","(37)Công ty Cổ phần Bất động sản Ecohome (""Ecohome"")",Kinh doanh và môi giới BĐS,Đang hoạt động,"99,80","99,80",,,99.8,99.8
"(38)Công ty Cổ phần Đầu tư và Dịch vụ DN Premium (""DN Premium"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (38)Công ty Cổ phần Đầu tư và Dịch vụ DN Premium (""DN Premium"")","(38)Công ty Cổ phần Đầu tư và Dịch vụ DN Premium (""DN Premium"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,51.0,51.0
"(39)Công ty Cổ phần Bất động sản City Invest (""City Invest"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (39)Công ty Cổ phần Bất động sản City Invest (""City Invest"")","(39)Công ty Cổ phần Bất động sản City Invest (""City Invest"")",Kinh doanh và môi giới BĐS,Đang hoạt động,55,55,,,55.0,55.0
"(40)Công ty Cổ phần Địa ốc Tây Nguyên (""Địa Ốc Tây Nguyên"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (40)Công ty Cổ phần Địa ốc Tây Nguyên (""Địa Ốc Tây Nguyên"")","(40)Công ty Cổ phần Địa ốc Tây Nguyên (""Địa Ốc Tây Nguyên"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,51.0,51.0
"(41)Công ty Cổ phần Propcom (""Propcom"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (41)Công ty Cổ phần Propcom (""Propcom"")","(41)Công ty Cổ phần Propcom (""Propcom"")",Kinh doanh và môi giới BĐS,Đang hoạt động,99,99,,,99.0,99.0
"(42)Công ty Cổ phần Dịch vụ Quản lý Tài sản và Đầu tư Asahi Japan (""Asahi"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (42)Công ty Cổ phần Dịch vụ Quản lý Tài sản và Đầu tư Asahi Japan (""Asahi"")","(42)Công ty Cổ phần Dịch vụ Quản lý Tài sản và Đầu tư Asahi Japan (""Asahi"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,-,,,51.0,
(43)Công ty Cổ phần Dịch vụ Bất động sản DMH Group,Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (43)Công ty Cổ phần Dịch vụ Bất động sản DMH Group,(43)Công ty Cổ phần Dịch vụ Bất động sản DMH Group,Kinh doanh BĐS,Đang hoạt động,51,-,,,51.0,
(44)Công Ty Cổ Phần Thương Mại Dịch Vụ Việt Nhật Cares,Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (44)Công Ty Cổ Phần Thương Mại Dịch Vụ Việt Nhật Cares,(44)Công Ty Cổ Phần Thương Mại Dịch Vụ Việt Nhật Cares,Vệ sinh nhà cửa,Đang hoạt động,51,-,,,51.0,
(45)Công Ty Cổ Phần Đất Xanh Commercial,Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (45)Công Ty Cổ Phần Đất Xanh Commercial,(45)Công Ty Cổ Phần Đất Xanh Commercial,Kinh doanh và môi giới BĐS,Đang hoạt động,70,-,,,70.0,
