row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,1.997.404.377.548,4.140.392.579.342,1997404377548.0,4140392579342.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
"Doanh thu từ bán căn hộ,nhà phố và đất nền","Trong đó: > Doanh thu từ bán căn hộ,nhà phố và đất nền","Doanh thu từ bán căn hộ,nhà phố và đất nền",1.224.906.569.214,1.498.090.584.092,1224906569214.0,1498090584092.0
Doanh thu dịch vụ bắt động sản,Trong đó: > Doanh thu dịch vụ bắt động sản,Doanh thu dịch vụ bắt động sản,611.202.860.020,2.348.913.881.380,611202860020.0,2348913881380.0
Doanh thu dịch vụ xây dựng,Trong đó: > Doanh thu dịch vụ xây dựng,Doanh thu dịch vụ xây dựng,20.504.701.419,169.298.401.489,20504701419.0,169298401489.0
Doanh thu khác,Trong đó: > Doanh thu khác,Doanh thu khác,140.790.246.895,124.089.712.381,140790246895.0,124089712381.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,-,(44.102.810.269),,-44102810269.0
DOANH THU THUẦN,Trong đó: > DOANH THU THUẦN,DOANH THU THUẦN,1.997.404.377.548,4.096.289.769.073,1997404377548.0,4096289769073.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với bên khác,Trong đó: > Doanh thu với bên khác,Doanh thu với bên khác,1.686.148.781.713,3.852.252.517.041,1686148781713.0,3852252517041.0
Doanh thu với bên liên quan(Thuyết minh số 34),Trong đó: > Doanh thu với bên liên quan(Thuyết minh số 34),Doanh thu với bên liên quan(Thuyết minh số 34),311.255.595.835,244.037.252.032,311255595835.0,244037252032.0
