row_label_raw,row_label_full,Trong đó:,Trong đó:_1,numeric__Trong đó:_1
Nợ dài hạn,Nợ dài hạn,Nợ dài hạn,-,
Nợ dài hạnđến hạn trả,Nợ dài hạn > Nợ dài hạnđến hạn trả,Nợ dài hạnđến hạn trả,51.537.500.000,51537500000.0
