row_label_raw,row_label_full,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ biểu quyết (%),Tỷ lệ biểu quyết (%)_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Tỷ lệ biểu quyết (%),numeric__Tỷ lệ biểu quyết (%)_1
Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2022,,,,
Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),,,,
"(24)Công ty Cổ phần Phát triển Bất động sản Emerald (""BĐS Emerald"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (24)Công ty Cổ phần Phát triển Bất động sản Emerald (""BĐS Emerald"")","(24)Công ty Cổ phần Phát triển Bất động sản Emerald (""BĐS Emerald"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,51.0,51.0
"(25)Công ty TNHH MTV Phát triển Đô thị Quảng Ngãi (""Đô thị Quảng Ngãi"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (25)Công ty TNHH MTV Phát triển Đô thị Quảng Ngãi (""Đô thị Quảng Ngãi"")","(25)Công ty TNHH MTV Phát triển Đô thị Quảng Ngãi (""Đô thị Quảng Ngãi"")",Kinh doanh BĐS,Đang hoạt động,100,100,,,100.0,100.0
"(26)Công ty TNHH Phát triển Đô thị Quảng Bình (""Đô thị Quảng Bình"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (26)Công ty TNHH Phát triển Đô thị Quảng Bình (""Đô thị Quảng Bình"")","(26)Công ty TNHH Phát triển Đô thị Quảng Bình (""Đô thị Quảng Bình"")",Kinh doanh BĐS,Đang hoạt động,100,100,,,100.0,100.0
"(27)Công ty TNHH MTV Regal Hotel & Resort (""Regal Hotel"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (27)Công ty TNHH MTV Regal Hotel & Resort (""Regal Hotel"")","(27)Công ty TNHH MTV Regal Hotel & Resort (""Regal Hotel"")",Kinh doanh BĐS,Đang hoạt động,100,100,,,100.0,100.0
"(28)Công ty Cổ phần Bất động sản Cần Thơ (""BĐS Cần Thơ"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (28)Công ty Cổ phần Bất động sản Cần Thơ (""BĐS Cần Thơ"")","(28)Công ty Cổ phần Bất động sản Cần Thơ (""BĐS Cần Thơ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,78,51,,,78.0,51.0
"(29)Công ty Cổ phần Dịch vụ Bất động sản Nam Miền Tây (""BĐS Nam Miền Tây"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (29)Công ty Cổ phần Dịch vụ Bất động sản Nam Miền Tây (""BĐS Nam Miền Tây"")","(29)Công ty Cổ phần Dịch vụ Bất động sản Nam Miền Tây (""BĐS Nam Miền Tây"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,51.0,51.0
"(30)Công ty Cổ phần Bất động sản Bắc Miền Tây (""BĐS Bắc Miền Tây"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (30)Công ty Cổ phần Bất động sản Bắc Miền Tây (""BĐS Bắc Miền Tây"")","(30)Công ty Cổ phần Bất động sản Bắc Miền Tây (""BĐS Bắc Miền Tây"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,51.0,51.0
"(31)Công ty Cổ phần Dịch vụ Bất động sản Duyên Hải Miền Tây (""Duyên Hải Miền Tây"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (31)Công ty Cổ phần Dịch vụ Bất động sản Duyên Hải Miền Tây (""Duyên Hải Miền Tây"")","(31)Công ty Cổ phần Dịch vụ Bất động sản Duyên Hải Miền Tây (""Duyên Hải Miền Tây"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,51.0,51.0
"(32)Công ty TNHH Đầu tư Linkland (""Đầu tư Linkland"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (32)Công ty TNHH Đầu tư Linkland (""Đầu tư Linkland"")","(32)Công ty TNHH Đầu tư Linkland (""Đầu tư Linkland"")",Kinh doanh và môi giới BĐS,Đang hoạt động,100,100,,,100.0,100.0
"(33)Công ty Cổ phần Bất động sản Link House (""Linkhouse"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (33)Công ty Cổ phần Bất động sản Link House (""Linkhouse"")","(33)Công ty Cổ phần Bất động sản Link House (""Linkhouse"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,51.0,51.0
