row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,1.606.355.163.135,1.375.404.881.092,1606355163135.0,1375404881092.0
Vay ngân hàng (Thuyết minh số 26.1),Vay ngân hàng (Thuyết minh số 26.1),Vay ngân hàng (Thuyết minh số 26.1),855.230.182.819,799.606.873.853,855230182819.0,799606873853.0
Vay dài hạn đến hạn trả(Thuyết minh số 26.2),Vay dài hạn đến hạn trả(Thuyết minh số 26.2),Vay dài hạn đến hạn trả(Thuyết minh số 26.2),692.087.480.316,568.876.891.510,692087480316.0,568876891510.0
Trái phiếu dài hạn đến hạn trả(Thuyết minh số 26.3),Trái phiếu dài hạn đến hạn trả(Thuyết minh số 26.3),Trái phiếu dài hạn đến hạn trả(Thuyết minh số 26.3),51.537.500.000,-,51537500000.0,
Vay bên khác,Vay bên khác,Vay bên khác,7.500.000.000,6.921.115.729,7500000000.0,6921115729.0
Dài hạn,Dài hạn,Dài hạn,547.674.848.160,942.178.933.673,547674848160.0,942178933673.0
Vay ngân hàng (Thuyết minh số 26.2),Vay ngân hàng (Thuyết minh số 26.2),Vay ngân hàng (Thuyết minh số 26.2),531.954.848.160,829.791.433.673,531954848160.0,829791433673.0
Phát hành trái phiếu(Thuyết minh số 26.3),Phát hành trái phiếu(Thuyết minh số 26.3),Phát hành trái phiếu(Thuyết minh số 26.3),-,97.387.500.000,,97387500000.0
Vay bên khác,Vay bên khác,Vay bên khác,15.720.000.000,15.000.000.000,15720000000.0,15000000000.0
TỔNG CỔNG,TỔNG CỔNG,TỔNG CỔNG,2.154.030.011.295,2.317.583.814.765,2154030011295.0,2317583814765.0
