row_label_raw,row_label_full,col_0,Số cuối năm,VND > Số đầu năm,numeric__Số cuối năm,numeric__VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Cho vay bên liên quan (Thuyết minh số 34),Ngắn hạn > Cho vay bên liên quan (Thuyết minh số 34),Cho vay bên liên quan (Thuyết minh số 34),68.807.481.597,100.000.000.000,68807481597.0,100000000000.0
Ông Nguyễn Khắc Vinh,Ngắn hạn > Ông Nguyễn Khắc Vinh,Ông Nguyễn Khắc Vinh,78.200.000.000,78.200.000.000,78200000000.0,78200000000.0
Khác,Ngắn hạn > Khác,Khác,22.617.160.005,36.046.910.004,22617160005.0,36046910004.0
,,,169.624.641.602,214.246.910.004,169624641602.0,214246910004.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Cho vay bên liên quan (Thuyết minh số 34),Dài hạn > Cho vay bên liên quan (Thuyết minh số 34),Cho vay bên liên quan (Thuyết minh số 34),45.273.693.625,-,45273693625.0,
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,214.898.335.227,214.246.910.004,214898335227.0,214246910004.0
"Đây là các khoản cho vay kỳ hạn không quá 12 tháng và hưởng lãi suất từ 5% đến 10,8%/năm.","Đây là các khoản cho vay kỳ hạn không quá 12 tháng và hưởng lãi suất từ 5% đến 10,8%/năm.","Đây là các khoản cho vay kỳ hạn không quá 12 tháng và hưởng lãi suất từ 5% đến 10,8%/năm.","Đây là các khoản cho vay kỳ hạn không quá 12 tháng và hưởng lãi suất từ 5% đến 10,8%/năm.","Đây là các khoản cho vay kỳ hạn không quá 12 tháng và hưởng lãi suất từ 5% đến 10,8%/năm.",,
