row_label_raw,row_label_full,col_0,Tại ngày1.1.2018VND,TăngVND,GiảmVND,Tại ngày31.12.2018VND,numeric__Tại ngày1.1.2018VND,numeric__TăngVND,numeric__GiảmVND,numeric__Tại ngày31.12.2018VND
Vay ngân hàng (*),Vay ngân hàng (*),Vay ngân hàng (*),11.100.000.000,-,(3.700.000.000),7.400.000.000,11100000000.0,,-3700000000.0,7400000000.0
Vay cá nhân (**),Vay cá nhân (**),Vay cá nhân (**),35.134.864.000,36.528.000.000,(71.262.864.000),400.000.000,35134864000.0,36528000000.0,-71262864000.0,400000000.0
,,,46.234.864.000,36.528.000.000,(74.962.864.000),7.800.000.000,46234864000.0,36528000000.0,-74962864000.0,7800000000.0
