row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2018VND,2017VND,,,,
01,Mãsố > 01,01,Doanh thu bán hàng và cung cấp dịch vụ,,14.678.799.605.798,11.049.024.104.831,,,14678799605798.0,11049024104831.0
02,Mãsố > 02,02,Các khoản giảm trừ doanh thu,,(107.683.860.948),(72.187.214.867),,,-107683860948.0,-72187214867.0
10,Mãsố > 10,10,Doanh thu thuần về bán hàng vàcung cấp dịch vụ,27,14.571.135.744.850,10.976.836.889.964,,27.0,14571135744850.0,10976836889964.0
11,Mãsố > 11,11,Giá vốn hàng bán và dịch vụ cung cấp,28,(11.792.052.183.391),(9.064.872.939.048),,28.0,-11792052183391.0,-9064872939048.0
20,Mãsố > 20,20,Lợi nhuận gộp về bán hàng vàcung cấp dịch vụ,,2.779.083.561.459,1.911.963.950.916,,,2779083561459.0,1911963950916.0
21,Mãsố > 21,21,Doanh thu hoạt động tài chính,29,6.846.027.091,8.794.672.100,,29.0,6846027091.0,8794672100.0
22,Mãsố > 22,22,Chi phí tài chính,30,(66.345.864.211),(56.475.629.564),,30.0,-66345864211.0,-56475629564.0
23,Mãsố > 23,23,- Trong đó: Chi phí tài vay,,(61.109.042.390),(54.981.032.499),,,-61109042390.0,-54981032499.0
25,Mãsố > 25,25,Chi phí bán hàng,31,(1.170.069.069.426),(774.978.169.326),,31.0,-1170069069426.0,-774978169326.0
26,Mãsố > 26,26,Chi phí quản lý doanh nghiệp,32,(345.868.153.940),(187.936.351.549),,32.0,-345868153940.0,-187936351549.0
30,Mãsố > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,1.203.646.500.973,901.368.672.577,,,1203646500973.0,901368672577.0
31,Mãsố > 31,31,Thu nhập khác,,4.637.809.502,7.394.867.935,,,4637809502.0,7394867935.0
32,Mãsố > 32,32,Chi phí khác,,(2.734.037.354),(1.384.144.655),,,-2734037354.0,-1384144655.0
40,Mãsố > 40,40,Lợi nhuận khác,,1.903.772.148,6.010.723.280,,,1903772148.0,6010723280.0
50,Mãsố > 50,50,Tổng lợi nhuận kế toán trước thuế,,1.205.550.273.121,907.379.395.857,,,1205550273121.0,907379395857.0
51,Mãsố > 51,51,"Chi phí thuế thu nhập doanh nghiệp(""TNDN"") hiện hành",33,(249.485.408.708),(182.038.883.247),,33.0,-249485408708.0,-182038883247.0
52,Mãsố > 52,52,Chi phí thuế TNDN hoàn lại,33,3.858.482.734,(484.064.550),,33.0,3858482734.0,-484064550.0
60,Mãsố > 60,60,Lợi nhuận sau thuế TNDN,,959.923.347.147,724.856.448.060,,,959923347147.0,724856448060.0
61,61,61,Phân bổ cho,,,,,,,
61,61 > 61,61,Lợi nhuận sau thuế của công ty mẹ,,959.923.347.147,724.856.448.060,,,959923347147.0,724856448060.0
70,61 > 70,70,Lãi cơ bản trên cổ phiếu,25,6.481,6.434,,25.0,6481.0,6434.0
71,61 > 71,71,Lãi suy giảm trên cổ phiếu,25,,134,,25.0,,134.0
Nguyễn Thành Đạt,Nguyễn Thành Đạt,Nguyễn Thành Đạt,Dương Quang Hải,,Le tri nong,,,,,
Người lập,Người lập,Người lập,Kế toán trường,,Tổng Giám đốcNgày 12 tháng 3 năm 2019,,,,,
