row_label_raw,row_label_full,col_0,2018VND,2017VND,numeric__2018VND,numeric__2017VND
Doanh thu,Doanh thu,Doanh thu,Doanh thu,Doanh thu,,
"Doanh thu bán vàng, bạc và đồ trang sức","Doanh thu > Doanh thu bán vàng, bạc và đồ trang sức","Doanh thu bán vàng, bạc và đồ trang sức",14.940.057.253.163,11.202.683.725.240,14940057253163.0,11202683725240.0
Doanh thu bán phụ kiện,Doanh thu > Doanh thu bán phụ kiện,Doanh thu bán phụ kiện,27.304.685.008,23.646.064.868,27304685008.0,23646064868.0
Doanh thu cung cấp dịch vụ,Doanh thu > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,24.992.575.206,30.488.341.492,24992575206.0,30488341492.0
Thuế GTGT theo phương pháp trực tiếp,Doanh thu > Thuế GTGT theo phương pháp trực tiếp,Thuế GTGT theo phương pháp trực tiếp,(313.554.807.579),(207.792.026.769),-313554807579.0,-207792026769.0
,,,14.678.799.605.798,11.049.024.104.831,14678799605798.0,11049024104831.0
Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,,
Hàng bán bị trả lại,Các khoản giảm trừ > Hàng bán bị trả lại,Hàng bán bị trả lại,(103.171.892.875),(72.187.214.867),-103171892875.0,-72187214867.0
Chiết khấu thương mại,Các khoản giảm trừ > Chiết khấu thương mại,Chiết khấu thương mại,(4.491.968.073),-,-4491968073.0,
,,,(107.663.860.948),(72.187.214.867),-107663860948.0,-72187214867.0
Doanh thu thuần về bán hàngvà cung cấp dịch vụ,Các khoản giảm trừ > Doanh thu thuần về bán hàngvà cung cấp dịch vụ,Doanh thu thuần về bán hàngvà cung cấp dịch vụ,14.571.135.744.850,10.976.836.889.964,14571135744850.0,10976836889964.0
