row_label_raw,row_label_full,Số dư đầu năm > Ghi nhận vào báo cáo kết quả hoạt động kinh doanh (Thuyết minh 33) > Số dư cuối năm,2018VND > 81.493.342.104 > 3.858.482.734 > 85.351.824.838,2017VND(Trình bày lại – Thuyết minh 40) > 81.977.406.654 > (484.064.550) > 81.493.342.104,numeric__2018VND > 81.493.342.104 > 3.858.482.734 > 85.351.824.838,numeric__2017VND(Trình bày lại – Thuyết minh 40) > 81.977.406.654 > (484.064.550) > 81.493.342.104
Chi tiết tài sản thuế thu nhập hoãn lại:,Chi tiết tài sản thuế thu nhập hoãn lại:,Chi tiết tài sản thuế thu nhập hoãn lại:,Chi tiết tài sản thuế thu nhập hoãn lại:,Chi tiết tài sản thuế thu nhập hoãn lại:,,
,,,2018VND,2017VND(Trình bày lại – Thuyết minh 40),,
Các khoản chênh lệch tạm thời được khấu trừ,Chi tiết tài sản thuế thu nhập hoãn lại: > Các khoản chênh lệch tạm thời được khấu trừ,Các khoản chênh lệch tạm thời được khấu trừ,85.351.824.838,81.493.342.104,85351824838.0,81493342104.0
