row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúcVND",Máy mócthiết bịVND,Phương tiệnvận tảiVND,Thiết bịquản lýVND,Tổng cộngVND,"numeric__Nhà cửa,vật kiến trúcVND",numeric__Máy mócthiết bịVND,numeric__Phương tiệnvận tảiVND,numeric__Thiết bịquản lýVND,numeric__Tổng cộngVND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Tại ngày 1 tháng 1 năm 2018,Nguyên giá > Tại ngày 1 tháng 1 năm 2018,Tại ngày 1 tháng 1 năm 2018,135.768.102.828,189.513.534.605,25.238.934.607,46.095.009.646,396.615.581.684,135768102828.0,189513534605.0,25238934607.0,46095009646.0,396615581684.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,3.064.122.398,35.829.817.996,6.833.350.000,16.297.022.788,62.024.313.182,3064122398.0,35829817996.0,6833350000.0,16297022788.0,62024313182.0
"Thanh lý, nhượng bản","Nguyên giá > Thanh lý, nhượng bản","Thanh lý, nhượng bản",-,(3.093.157.126),(717.765.800),(650.548.000),(4.461.470.926),,-3093157126.0,-717765800.0,-650548000.0,-4461470926.0
Tại ngày 31 tháng 12 năm 2018,Nguyên giá > Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,138.832.225.224,222.250.195.475,31.354.518.807,61.741.484.434,454.178.423.940,138832225224.0,222250195475.0,31354518807.0,61741484434.0,454178423940.0
Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,,,,,
Tại ngày 1 tháng 1 năm 2018,Khấu hao lũy kế > Tại ngày 1 tháng 1 năm 2018,Tại ngày 1 tháng 1 năm 2018,31.463.678.396,117.703.703.997,12.749.916.510,28.949.958.174,190.867.255.077,31463678396.0,117703703997.0,12749916510.0,28949958174.0,190867255077.0
Khấu hao trong năm,Khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,5.983.948.505,25.620.765.898,3.203.405.121,5.928.284.371,40.736.404.895,5983948505.0,25620765898.0,3203405121.0,5928284371.0,40736404895.0
"Thanh lý, nhượng bản","Khấu hao lũy kế > Thanh lý, nhượng bản","Thanh lý, nhượng bản",-,(2.017.492.078),(717.765.800),(650.548.000),(3.385.805.878),,-2017492078.0,-717765800.0,-650548000.0,-3385805878.0
Tại ngày 31 tháng 12 năm 2018,Khấu hao lũy kế > Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,37.447.624.901,141.306.977.817,15.235.556.831,34.227.694.545,228.217.854.094,37447624901.0,141306977817.0,15235556831.0,34227694545.0,228217854094.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Tại ngày 1 tháng 1 năm 2018,Giá trị còn lại > Tại ngày 1 tháng 1 năm 2018,Tại ngày 1 tháng 1 năm 2018,104.304.426.430,71.809.830.608,12.489.018.097,17.145.051.472,205.748.326.607,104304426430.0,71809830608.0,12489018097.0,17145051472.0,205748326607.0
Tại ngày 31 tháng 12 năm 2018,Giá trị còn lại > Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,101.384.600.323,80.943.217.858,16.118.961.976,27.513.769.889,225.960.569.846,101384600323.0,80943217858.0,16118961976.0,27513769889.0,225960569846.0
