row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay VND,Năm trước VND,numeric__Nội dung nghiệp vụ,numeric__Năm nay VND,numeric__Năm trước VND
Công ty Cổ phần Giao dịch Hàng hóa Sơn Tín,Công ty Cổ phần Giao dịch Hàng hóa Sơn Tín,Công ty Cổ phần Giao dịch Hàng hóa Sơn Tín,Thu hồi khoản cho vay,17.750.000.000,-,,17750000000.0,
Công ty Cổ phần Giao dịch Hàng hóa Sơn Tín,Công ty Cổ phần Giao dịch Hàng hóa Sơn Tín,Công ty Cổ phần Giao dịch Hàng hóa Sơn Tín,Lãi cho vay,15.829.010.965,6.940.000.003,,15829010965.0,6940000003.0
Công ty Cổ phần Giao dịch Hàng hóa Sơn Tín,Công ty Cổ phần Giao dịch Hàng hóa Sơn Tín,Công ty Cổ phần Giao dịch Hàng hóa Sơn Tín,Cho vay,23.170.000.000,-,,23170000000.0,
Công ty Cổ phần Thành Thành Nam,Công ty Cổ phần Thành Thành Nam,Công ty Cổ phần Thành Thành Nam,Mua hàng hóa và dịch vụ,5.933.446.577,5.298.456.099,,5933446577.0,5298456099.0
Công ty Cổ phần Xuất Nhập khẩu Tân Định,Công ty Cổ phần Xuất Nhập khẩu Tân Định,Công ty Cổ phần Xuất Nhập khẩu Tân Định,Mua hàng hóa dịch vụ,2.070.692.198,870.279.743,,2070692198.0,870279743.0
Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Mua hàng hóa và dịch vụ,1.526.371.338,1.319.254.887,,1526371338.0,1319254887.0
Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Doanh thu bán hàng và cung cấp dịch vụ,301.836.114,400.597.313,,301836114.0,400597313.0
Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Mua hàng hóa và dịch vụ,39.346.482,203.884.269,,39346482.0,203884269.0
Công ty Cổ phần Năng Lượng Sạch Ninh Thuận,Công ty Cổ phần Năng Lượng Sạch Ninh Thuận,Công ty Cổ phần Năng Lượng Sạch Ninh Thuận,Lãi cho vay,360.000.004,363.260.276,,360000004.0,363260276.0
Công ty Cổ phần Thương mại Thành Thành Công,Công ty Cổ phần Thương mại Thành Thành Công,Công ty Cổ phần Thương mại Thành Thành Công,Mua hàng hóa và dịch vụ Đặt cọc,-,220.000.000,,,220000000.0
Công ty Cổ phần Thương mại Thành Thành Công,Công ty Cổ phần Thương mại Thành Thành Công,Công ty Cổ phần Thương mại Thành Thành Công,Mua hàng hóa và dịch vụ Đặt cọc,-,33.000.000,,,33000000.0
