row_label_raw,row_label_full,Mã số,Thuyết minh,Năm nay VND,Năm trước VND,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
31,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 31,31,Tiền thu từ phát hành cổ phiếu,1.231.710.200.000,312.702.203.116,,1231710200000.0,312702203116.0
33,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 33,33,"Tiền thu từ vay ngắn hạn, dài hạn",3.728.118.398.046,5.071.484.187.887,,3728118398046.0,5071484187887.0
34,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 34,34,Tiền chi trả nợ gốc vay,(905.570.229.921),(1.784.766.110.872),,-905570229921.0,-1784766110872.0
35,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 35,35,Tiền chi trả nợ gốc thuê tài chính,(4.095.691.380),(3.703.960.896),,-4095691380.0,-3703960896.0
36,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 36,36,Tiền chi trả cổ tức cho cổ đông,(57.128.174.500),(140.110.746.122),,-57128174500.0,-140110746122.0
40,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 40,40,Lưu chuyển thuần từ hoạt động tài chính,3.993.034.502.245,3.455.605.573.113,,3993034502245.0,3455605573113.0
50,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 50,50,Lưu chuyển tiền thuần trong năm,83.905.013.143,114.633.238.713,,83905013143.0,114633238713.0
60,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 60,60,Tiền và các khoản tương đương tiền đầu năm 3,250.041.671.907,135.405.178.447,,250041671907.0,135405178447.0
61,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đối ngoại tệ,(106.504.773),3.254.747,,-106504773.0,3254747.0
70,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 70,70,Tiền và các khoản tương đương tiền cuối năm 3,333.840.180.277,250.041.671.907,,333840180277.0,250041671907.0
