row_label_raw,row_label_full,col_0,Tại ngày cuối năm,Tại ngày cuối năm_1,Tại ngày cuối năm_2,Tại ngày đầu năm,Tại ngày đầu năm_1,Tại ngày đầu năm_2,numeric__Tại ngày cuối năm,numeric__Tại ngày cuối năm_1,numeric__Tại ngày cuối năm_2,numeric__Tại ngày đầu năm,numeric__Tại ngày đầu năm_1,numeric__Tại ngày đầu năm_2
,,,Tổng nợ thuê tài chính VND,Chỉ phí lãi thuê VND,Nợ gốc VND,Tổng nợ thuê tài chính VND,Chỉ phí lãi thuê VND,Nợ gốc VND,,,,,,
Dưới 1 năm,Dưới 1 năm,Dưới 1 năm,5.083.320.366,987.628.986,4.095.691.380,5.417.279.501,1.321.588.121,4.095.691.380,5083320366.0,987628986.0,4095691380.0,5417279501.0,1321588121.0,4095691380.0
Từ 1 - 5 năm,Từ 1 - 5 năm,Từ 1 - 5 năm,11.881.516.262,2.069.678.787,9.811.837.475,15.464.328.435,2.053.425.583,13.410.902.852,11881516262.0,2069678787.0,9811837475.0,15464328435.0,2053425583.0,13410902852.0
Trên 5 năm,Trên 5 năm,Trên 5 năm,-,-,-,509.952.135,13.326.132,496.626.003,,,,509952135.0,13326132.0,496626003.0
,,,16.964.836.628,3.057.307.773,13.907.528.855,21.391.560.071,3.388.339.836,18.003.220.235,16964836628.0,3057307773.0,13907528855.0,21391560071.0,3388339836.0,18003220235.0
