row_label_raw,row_label_full,col_0,col_1,Số cuối năm VND,Số đầu năm VND,numeric__col_1,numeric__Số cuối năm VND,numeric__Số đầu năm VND
(b),(b),(b),Chi phí bảo hiểm,3.251.037.452,1.115.540.110,,3251037452.0,1115540110.0
(b),(b),(b),Khác,6.328.585.798,8.851.084.309,,6328585798.0,8851084309.0
(b),(b),(b),,9.579.623.250,9.966.624.419,,9579623250.0,9966624419.0
(b),(b),(b),Dài hạn,,,,,
(b),(b),(b),,Số cuối năm VND,Số đầu năm VND,,,
(b),(b) > (b),(b),Chi phí bảo hiểm,7.465.416.681,8.615.416.677,,7465416681.0,8615416677.0
(b),(b) > (b),(b),Chi phí trả trước tiền thuê đất,7.407.866.453,4.930.379.881,,7407866453.0,4930379881.0
(b),(b) > (b),(b),Chi phí sửa chữa nhà máy,3.201.806.752,3.096.174.999,,3201806752.0,3096174999.0
(b),(b) > (b),(b),Chi phí thuê sử dụng đường truyền,-,3.640.597.999,,,3640597999.0
(b),(b) > (b),(b),Khác,10.236.467.298,22.378.709.080,,10236467298.0,22378709080.0
(b),(b) > (b),(b),,28.311.557.184,42.661.278.636,,28311557184.0,42661278636.0
