row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Lãi thuần do thanh lý TSCĐ,Thu nhập khác > Lãi thuần do thanh lý TSCĐ,Lãi thuần do thanh lý TSCĐ,416.894.583,81.414.944.757,416894583.0,81414944757.0
Tiền lãi phạt,Thu nhập khác > Tiền lãi phạt,Tiền lãi phạt,-,6.714.520.547,,6714520547.0
Khác,Thu nhập khác > Khác,Khác,180.527.214,2.777.254.421,180527214.0,2777254421.0
,,,597.421.797,90.906.719.725,597421797.0,90906719725.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Chi phí dùng triển khai dự án(Thuyết minh 12),Chi phí khác > Chi phí dùng triển khai dự án(Thuyết minh 12),Chi phí dùng triển khai dự án(Thuyết minh 12),6.167.531.140,-,6167531140.0,
Lỗ do thanh lý TSCĐ,Chi phí khác > Lỗ do thanh lý TSCĐ,Lỗ do thanh lý TSCĐ,-,106.316.000,,106316000.0
Các khoản bị phạt,Chi phí khác > Các khoản bị phạt,Các khoản bị phạt,2.344.181.244,6.652.152.070,2344181244.0,6652152070.0
Khác,Chi phí khác > Khác,Khác,5.658.410.551,3.431.344.078,5658410551.0,3431344078.0
,,,14.170.122.935,10.189.812.148,14170122935.0,10189812148.0
