row_label_raw,row_label_full,Mua tài sản cố định chưa thanh toán tại ngày cuối năm,Năm nay VND > 1.338.037.416.703,Năm trước VND > 1.431.376.298.615,numeric__Năm nay VND > 1.338.037.416.703,numeric__Năm trước VND > 1.431.376.298.615
Chia cổ tức bằng cổ phiếu,Chia cổ tức bằng cổ phiếu,Chia cổ tức bằng cổ phiếu,182.213.760.000,-,182213760000.0,
Phân loại lại khoản phải thu thành cho vay,Phân loại lại khoản phải thu thành cho vay,Phân loại lại khoản phải thu thành cho vay,35.321.476.270,26.200.000.000,35321476270.0,26200000000.0
Cán trừ phải trả nhà cung cấp và phải thu từ thanh lý TSCĐ,Cán trừ phải trả nhà cung cấp và phải thu từ thanh lý TSCĐ,Cán trừ phải trả nhà cung cấp và phải thu từ thanh lý TSCĐ,5.692.842.225,-,5692842225.0,
