row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
200,200,200,TÀI SẢN DÀI HẠN,,14.999.737.166.715,11.156.428.286.368,,,14999737166715.0,11156428286368.0
210,210,210,Các khoản phải thu dài hạn,,2.241.627.622,9.125.131.969,,,2241627622.0,9125131969.0
216,216,216,Phải thu dài hạn khác,,2.393.337.464,9.276.841.811,,,2393337464.0,9276841811.0
219,219,219,Dự phòng phải thu dài hạn khó đòi,,(151.709.842),(151.709.842),,,-151709842.0,-151709842.0
220,220,220,Tài sản cố định,,9.965.494.395.685,10.494.509.806.340,,,9965494395685.0,10494509806340.0
221,221,221,Tài sản cố định hữu hình,11(a),9.911.888.108.505,10.447.071.564.394,,,9911888108505.0,10447071564394.0
222,222,222,Nguyên giá,,12.129.938.166.697,12.022.073.471.333,,,12129938166697.0,12022073471333.0
223,223,223,Giá trị khấu hao lũy kế,,(2.218.050.058.192),(1.575.001.906.939),,,-2218050058192.0,-1575001906939.0
224,224,224,Tài sản cố định thuê tài chính,11(b),24.680.870.368,26.255.988.848,,,24680870368.0,26255988848.0
225,225,225,Nguyên giá,,28.086.588.959,28.086.588.959,,,28086588959.0,28086588959.0
226,226,226,Giá trị khấu hao lũy kế,,(3.405.718.591),(1.830.600.111),,,-3405718591.0,-1830600111.0
227,227,227,Tài sản cố định vô hình,11(c),28.925.416.812,21.182.253.098,,,28925416812.0,21182253098.0
228,228,228,Nguyên giá,,39.266.555.527,28.463.708.932,,,39266555527.0,28463708932.0
229,229,229,Giá trị khấu hao lũy kế,,(10.341.138.715),(7.281.455.834),,,-10341138715.0,-7281455834.0
240,240,240,Tài sản dở dang dài hạn,,4.876.665.739.511,499.096.880.254,,,4876665739511.0,499096880254.0
242,242,242,Chi phí xây dựng cơ bản dở dang,12,4.876.665.739.511,499.096.880.254,,12.0,4876665739511.0,499096880254.0
250,250,250,Đầu tư tài chính dài hạn,,112.949.964.187,100.121.996.924,,,112949964187.0,100121996924.0
252,252,252,Đầu tư vào công ty liên kết,4(b),112.949.964.187,100.121.996.924,,,112949964187.0,100121996924.0
260,260,260,Tài sản dài hạn khác,,42.385.439.710,53.574.470.881,,,42385439710.0,53574470881.0
261,261,261,Chi phí trả trước dài hạn,10(b),28.311.557.184,42.661.278.636,,,28311557184.0,42661278636.0
262,262,262,Tài sản thuế thu nhập hoãn lại,20,13.305.847.965,8.364.690.959,,20.0,13305847965.0,8364690959.0
269,269,269,Lợi thế thương mại,13,768.034.561,2.548.501.286,,13.0,768034561.0,2548501286.0
270,270,270,TỔNG TÀI SẢN,,17.118.154.447.225,12.472.678.495.219,,,17118154447225.0,12472678495219.0
