row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Lãi vay,Lãi vay,Lãi vay,46.645.875.979,24.588.946.141,46645875979.0,24588946141.0
Khác,Khác,Khác,15.930.863.784,7.181.473.351,15930863784.0,7181473351.0
,,,62.576.739.763,31.770.419.492,62576739763.0,31770419492.0
17 PHẢI TRÀ NGÂN HẠN KHÁC,17 PHẢI TRÀ NGÂN HẠN KHÁC,17 PHẢI TRÀ NGÂN HẠN KHÁC,17 PHẢI TRÀ NGÂN HẠN KHÁC,17 PHẢI TRÀ NGÂN HẠN KHÁC,,
,,,Số cuối năm VND,Số đầu năm VND,,
Cổ tức phải trả,17 PHẢI TRÀ NGÂN HẠN KHÁC > Cổ tức phải trả,Cổ tức phải trả,4.379.052.702,4.307.846.702,4379052702.0,4307846702.0
Khác,17 PHẢI TRÀ NGÂN HẠN KHÁC > Khác,Khác,4.270.743.072,9.867.020.764,4270743072.0,9867020764.0
,,,8.649.795.774,14.174.867.466,8649795774.0,14174867466.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Bên thứ ba,Trong đó: > Bên thứ ba,Bên thứ ba,8.642.019.774,14.174.867.466,8642019774.0,14174867466.0
Bên liên quan (Thuyết minh 33(b)),Trong đó: > Bên liên quan (Thuyết minh 33(b)),Bên liên quan (Thuyết minh 33(b)),7.776.000,-,7776000.0,
,,,8.649.795.774,14.174.867.466,8649795774.0,14174867466.0
