row_label_raw,row_label_full,col_0,Tỷ lệ sở hữu trên vốn điều lệ%,Số tiền cam kết sẽ gópVND,Số tiền đã thực gópVND,Số tiền còn phải gópVND,numeric__Tỷ lệ sở hữu trên vốn điều lệ%,numeric__Số tiền cam kết sẽ gópVND,numeric__Số tiền đã thực gópVND,numeric__Số tiền còn phải gópVND
Công ty Cổ phần Hợp tác Phát triển Năng lượng Sạch Vi-Ja (*),Công ty Cổ phần Hợp tác Phát triển Năng lượng Sạch Vi-Ja (*),Công ty Cổ phần Hợp tác Phát triển Năng lượng Sạch Vi-Ja (*),"99,11",148.500.000.000,44.600.000.000,103.900.000.000,99.11,148500000000.0,44600000000.0,103900000000.0
Công ty Cổ phần Điện gió Lavi (*),Công ty Cổ phần Điện gió Lavi (*),Công ty Cổ phần Điện gió Lavi (*),"96,16",96.160.000.000,5.788.832.000,90.371.168.000,96.16,96160000000.0,5788832000.0,90371168000.0
