row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
300,300,300,NỘ PHẢI TRẢ,,11.488.419.175.269,8.734.985.031.041,,,11488419175269.0,8734985031041.0
310,310,310,Nợ ngắn hạn,,2.070.603.380.359,877.776.314.058,,,2070603380359.0,877776314058.0
311,311,311,Phải trả người bán ngắn hạn,14(a),1.224.607.420.026,314.711.791.641,,,1224607420026.0,314711791641.0
312,312,312,Người mua trả tiền trước ngắn hạn,,2.367.202.447,2.866.006.194,,,2367202447.0,2866006194.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,15,47.192.516.863,65.532.053.995,,15.0,47192516863.0,65532053995.0
314,314,314,Phải trả người lao động,,940.875.532,342.164.130,,,940875532.0,342164130.0
315,315,315,Chi phí phải trả ngắn hạn,16,62.576.739.763,31.770.419.492,,16.0,62576739763.0,31770419492.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,,260.178.925,211.935.870,,,260178925.0,211935870.0
319,319,319,Phải trả ngắn hạn khác,17,8.649.795.774,14.174.867.466,,17.0,8649795774.0,14174867466.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,18(a),662.987.640.328,407.690.961.028,,,662987640328.0,407690961028.0
322,322,322,"Quỹ khen thưởng, phúc lợi",19,61.021.010.701,40.476.114.242,,19.0,61021010701.0,40476114242.0
330,330,330,Nợ dài hạn,,9.417.815.794.910,7.857.208.716.983,,,9417815794910.0,7857208716983.0
331,331,331,Phải trả người bán dài hạn,14(b),151.309.883.176,1.158.644.135.385,,,151309883176.0,1158644135385.0
336,336,336,Doanh thu chưa thực hiện dài hạn,,273.197.457,36.990.556,,,273197457.0,36990556.0
338,338,338,Vay và nợ thuê tài chính dài hạn,18(b),9.264.097.059.149,6.695.140.195.028,,,9264097059149.0,6695140195028.0
342,342,342,Dự phòng phải trả dài hạn,,2.074.900.200,3.215.584.109,,,2074900200.0,3215584109.0
343,343,343,Quỹ phát triển khoa học và công nghệ,,60.754.928,171.811.905,,,60754928.0,171811905.0
400,400,400,VỐN CHỦ SỞ HỮU,,5.629.735.271.956,3.737.693.464.178,,,5629735271956.0,3737693464178.0
410,410,410,Vốn chủ sở hữu,,5.629.735.271.956,3.737.693.464.178,,,5629735271956.0,3737693464178.0
411,411,411,Vốn góp cửa chủ sở hữu,"21, 22",3.861.369.020.000,3.037.155.260.000,,,3861369020000.0,3037155260000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.219.369.020.000,3.037.155.260.000,,,3219369020000.0,3037155260000.0
411b,411b,411b,- Cổ phiếu ưu đãi,,642.000.000.000,-,,,642000000000.0,
412,412,412,Thặng dư vốn cổ phần,22,25.866.057.484,37.852.662.153,,22.0,25866057484.0,37852662153.0
418,418,418,Quỹ đầu tư phát triển,22,98.024.005.628,94.241.012.572,,22.0,98024005628.0,94241012572.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",22,292.430.636.129,208.327.095.118,,22.0,292430636129.0,208327095118.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,26.113.335.118,18.493.147.065,,,26113335118.0,18493147065.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,266.317.301.011,189.833.948.053,,,266317301011.0,189833948053.0
429,429,429,Lợi ích cổ đông không kiểm soát,22,1.352.045.552.715,360.117.434.335,,22.0,1352045552715.0,360117434335.0
440,440,440,TỔNG NGUỒN VỐN,,17.118.154.447.225,12.472.678.495.219,,,17118154447225.0,12472678495219.0
