row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm nay VND,Năm trước VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,2.093.232.835.402,1.381.118.770.011,,,2093232835402.0,1381118770011.0
02,02,02,Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,25,2.093.232.835.402,1.381.118.770.011,,25.0,2093232835402.0,1381118770011.0
11,02 > 11,11,Giá vốn hàng bán và cung cấp dịch vụ,26,1.081.833.401.633,613.939.972.394,,26.0,1081833401633.0,613939972394.0
20,02 > 20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,1.011.399.433.769,767.178.797.617,,,1011399433769.0,767178797617.0
21,02 > 21,21,Doanh thu hoạt động tài chính,27,213.920.427.160,37.462.828.457,,27.0,213920427160.0,37462828457.0
22,02 > 22,22,Chi phí tài chính,28,657.088.144.981,408.629.277.678,,28.0,657088144981.0,408629277678.0
23,02 > 23,23,- Trong đó: Chi phí lãi vay,28,591.825.481.199,383.781.656.592,,28.0,591825481199.0,383781656592.0
24,02 > 24,24,Phần lãi trong công ty liên kết,4(b),12.827.967.263,6.321.996.924,,,12827967263.0,6321996924.0
25,02 > 25,25,Chi phí bán hàng,,379.174.918,471.454.958,,,379174918.0,471454958.0
26,02 > 26,26,Chi phí quản lý doanh nghiệp,29,160.341.431.872,113.864.130.849,,29.0,160341431872.0,113864130849.0
30,02 > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 + 24 - 25 - 26),,420.339.076.421,287.998.759.513,,,420339076421.0,287998759513.0
31,02 > 31,31,Thu nhập khác,,597.421.797,90.906.719.725,,,597421797.0,90906719725.0
32,02 > 32,32,Chi phí khác,,14.170.122.935,10.189.812.148,,,14170122935.0,10189812148.0
40,02 > 40,40,(Lỗ)/lợi nhuận khác (40 = 31 - 32),30,(13.572.701.138),80.716.907.577,,30.0,-13572701138.0,80716907577.0
50,02 > 50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,406.766.375.283,368.715.667.090,,,406766375283.0,368715667090.0
51,02 > 51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,31,41.127.952.128,44.652.211.054,,31.0,41127952128.0,44652211054.0
52,02 > 52,52,Thu nhập thuế TNDN hoãn lại,31,(4.941.157.006),(1.370.338.666),,31.0,-4941157006.0,-1370338666.0
60,02 > 60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,370.579.580.161,325.433.794.702,,,370579580161.0,325433794702.0
,,,Phân bổ cho:,,,,,,,
61,02 > 61,61,Lợi nhuận sau thuế của công ty mẹ,,315.693.407.917,282.831.537.440,,,315693407917.0,282831537440.0
62,02 > 62,62,Lợi nhuận sau thuế của cổ đông không kiểm soát,,54.886.172.244,42.602.257.262,,,54886172244.0,42602257262.0
70,02 > 70,70,Lãi cơ bản trên cổ phiếu,23(a),880,880,,,880.0,880.0
71,02 > 71,71,Lãi suy giảm trên cổ phiếu,23(b),855,880,,,855.0,880.0
