row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
100,100,100,TÀI SẢN NGẮN HẠN,,2.118.417.280.510,1.316.250.208.851,,,2118417280510.0,1316250208851.0
110,110,110,Tiền và các khoản tương đương tiền,3,333.840.180.277,250.041.671.907,,3.0,333840180277.0,250041671907.0
111,111,111,Tiền,,201.808.925.482,147.441.671.907,,,201808925482.0,147441671907.0
112,112,112,Các khoản tương đương tiền,,132.031.254.795,102.600.000.000,,,132031254795.0,102600000000.0
120,120,120,Các khoản đầu tư tài chính ngắn hạn,,490.780.000.000,5.775.000.000,,,490780000000.0,5775000000.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(a),490.780.000.000,5.775.000.000,,,490780000000.0,5775000000.0
130,130,130,Các khoản phải thu ngắn hạn,,749.953.495.381,772.078.395.035,,,749953495381.0,772078395035.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,359.179.377.155,314.406.390.017,,5.0,359179377155.0,314406390017.0
132,132,132,Trả trước cho người bán ngắn hạn,6,74.565.045.169,33.448.346.000,,6.0,74565045169.0,33448346000.0
135,135,135,Phải thu về cho vay ngắn hạn,7,256.147.376.270,253.175.900.000,,7.0,256147376270.0,253175900000.0
136,136,136,Phải thu ngắn hạn khác,8,60.498.169.418,171.671.121.171,,8.0,60498169418.0,171671121171.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,,(436.472.631),(629.072.176),,,-436472631.0,-629072176.0
139,139,139,Tài sản thiếu chờ xử lý,,-,5.710.023,,,,5710023.0
140,140,140,Hàng tồn kho,9,155.076.019.138,146.323.773.855,,9.0,155076019138.0,146323773855.0
141,141,141,Hàng tồn kho,,155.076.019.138,146.323.773.855,,,155076019138.0,146323773855.0
150,150,150,Tài sản ngắn hạn khác,,388.767.585.714,142.031.368.054,,,388767585714.0,142031368054.0
151,151,151,Chi phí trả trước ngắn hạn,10(a),9.579.623.250,9.966.624.419,,,9579623250.0,9966624419.0
152,152,152,"Thuế Giá trị gia tăng (""GTGT"") được khấu trừ",,378.359.473.622,130.411.552.403,,,378359473622.0,130411552403.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,,828.488.842,1.232.653.996,,,828488842.0,1232653996.0
155,155,155,Tài sản ngắn hạn khác,,-,420.537.236,,,,420537236.0
