row_label_raw,row_label_full,Ngân hàng TMCP Sài Gòn - Hà Nội – Chi nhánh Phú Nhuận > Ngân hàng TMCP Công Thương Việt Nam - CN 4 TPHCM,Số cuối năm VND > 9.520.000.006 > 325.697.173,Mục đích vay > Đầu tư vào dự án Điện mặt trời áp mái tại Nhà máy cao su ở Suối Kề Bình Thuận và Quảng Nam > Mua TSCĐ hữu hình là phương tiện vận tải,numeric__Số cuối năm VND > 9.520.000.006 > 325.697.173,numeric__Mục đích vay > Đầu tư vào dự án Điện mặt trời áp mái tại Nhà máy cao su ở Suối Kề Bình Thuận và Quảng Nam > Mua TSCĐ hữu hình là phương tiện vận tải
,,,8.221.769.579.603,,8221769579603.0,
Đáo hạn trong vòng 1 năm,Đáo hạn trong vòng 1 năm,Đáo hạn trong vòng 1 năm,(365.532.324.608),,-365532324608.0,
,,,7.856.237.254.995,,7856237254995.0,
