row_label_raw,row_label_full,col_0,Tại ngày đầu năm VND,Tăng VND,Giảm VND,Phân loại lại VND,Tại ngày cuối năm VND,numeric__Tại ngày đầu năm VND,numeric__Tăng VND,numeric__Giảm VND,numeric__Phân loại lại VND,numeric__Tại ngày cuối năm VND
Vay ngân hàng (*),Vay ngân hàng (*),Vay ngân hàng (*),83.101.665.041,557.129.584.613,(416.952.905.313),-,223.278.344.341,83101665041.0,557129584613.0,-416952905313.0,,223278344341.0
Vay cá nhân,Vay cá nhân,Vay cá nhân,10.000.000,78.000.000,(88.000.000),-,-,10000000.0,78000000.0,-88000000.0,,
Trái phiếu phát hành đáo hạn trong vòng một năm (Thuyết minh 18(b)),Trái phiếu phát hành đáo hạn trong vòng một năm (Thuyết minh 18(b)),Trái phiếu phát hành đáo hạn trong vòng một năm (Thuyết minh 18(b)),30.000.000.000,-,(30.000.000.000),30.000.000.000,30.000.000.000,30000000000.0,,-30000000000.0,30000000000.0,30000000000.0
Vay dài hạn ngân hàng đáo hạn trong vòng một năm (Thuyết minh 18(b)),Vay dài hạn ngân hàng đáo hạn trong vòng một năm (Thuyết minh 18(b)),Vay dài hạn ngân hàng đáo hạn trong vòng một năm (Thuyết minh 18(b)),290.402.324.608,-,(377.779.324.608),452.909.324.608,365.532.324.608,290402324608.0,,-377779324608.0,452909324608.0,365532324608.0
Nợ thuê tài chính đáo hạn trong vòng năm (Thuyết minh 18(b)),Nợ thuê tài chính đáo hạn trong vòng năm (Thuyết minh 18(b)),Nợ thuê tài chính đáo hạn trong vòng năm (Thuyết minh 18(b)),4.095.691.380,-,(4.095.691.380),4.095.691.380,4.095.691.380,4095691380.0,,-4095691380.0,4095691380.0,4095691380.0
Bên bên thứ ba (**),Bên bên thứ ba (**),Bên bên thứ ba (**),-,40.000.000.000,-,-,40.000.000.000,,40000000000.0,,,40000000000.0
Vay dài hạn khác đáo hạn trong vòng một năm,Vay dài hạn khác đáo hạn trong vòng một năm,Vay dài hạn khác đáo hạn trong vòng một năm,81.279.999,-,-,-,81.279.999,81279999.0,,,,81279999.0
,,,407.690.961.028,597.207.584.613,(828.915.921.301),487.005.015.988,662.987.640.328,407690961028.0,597207584613.0,-828915921301.0,487005015988.0,662987640328.0
