row_label_raw,row_label_full,col_0,2020Triệu VND,2019Triệu VND,numeric__2020Triệu VND,numeric__2019Triệu VND
Thu nhập lãi và các khoản thu nhập tương tự từ,Thu nhập lãi và các khoản thu nhập tương tự từ,Thu nhập lãi và các khoản thu nhập tương tự từ,Thu nhập lãi và các khoản thu nhập tương tự từ,Thu nhập lãi và các khoản thu nhập tương tự từ,,
Thu nhập lãi tiền gửi,Thu nhập lãi và các khoản thu nhập tương tự từ > Thu nhập lãi tiền gửi,Thu nhập lãi tiền gửi,243.772,334.227,243772.0,334227.0
Thu nhập lãi cho vay,Thu nhập lãi và các khoản thu nhập tương tự từ > Thu nhập lãi cho vay,Thu nhập lãi cho vay,24.040.764,22.167.207,24040764.0,22167207.0
"Thu nhập lãi từ kinh doanh, đầu tư chứng khoán","Thu nhập lãi và các khoản thu nhập tương tự từ > Thu nhập lãi từ kinh doanh, đầu tư chứng khoán","Thu nhập lãi từ kinh doanh, đầu tư chứng khoán",5.597.253,3.804.716,5597253.0,3804716.0
- từ chứng khoán kinh doanh,Thu nhập lãi và các khoản thu nhập tương tự từ > - từ chứng khoán kinh doanh,- từ chứng khoán kinh doanh,9.200,156.087,9200.0,156087.0
- từ chứng khoán đầu tư,Thu nhập lãi và các khoản thu nhập tương tự từ > - từ chứng khoán đầu tư,- từ chứng khoán đầu tư,5.588.053,3.648.629,5588053.0,3648629.0
Thu phí từ nghiệp vụ bảo lãnh,Thu nhập lãi và các khoản thu nhập tương tự từ > Thu phí từ nghiệp vụ bảo lãnh,Thu phí từ nghiệp vụ bảo lãnh,219.382,207.538,219382.0,207538.0
Thu nhập lãi từ nghiệp vụ mua nợ,Thu nhập lãi và các khoản thu nhập tương tự từ > Thu nhập lãi từ nghiệp vụ mua nợ,Thu nhập lãi từ nghiệp vụ mua nợ,438.202,382.295,438202.0,382295.0
Thu khác từ hoạt động tín dụng,Thu nhập lãi và các khoản thu nhập tương tự từ > Thu khác từ hoạt động tín dụng,Thu khác từ hoạt động tín dụng,581.205,695.933,581205.0,695933.0
,,,31.120.578,27.591.916,31120578.0,27591916.0
