row_label_raw,row_label_full,col_0,31/12/2020Triệu VND,31/12/2019Triệu VND,numeric__31/12/2020Triệu VND,numeric__31/12/2019Triệu VND
Tiền gửi không kỳ hạn của các TCTD khác,Tiền gửi không kỳ hạn của các TCTD khác,Tiền gửi không kỳ hạn của các TCTD khác,Tiền gửi không kỳ hạn của các TCTD khác,Tiền gửi không kỳ hạn của các TCTD khác,,
Bằng VND,Tiền gửi không kỳ hạn của các TCTD khác > Bằng VND,Bằng VND,175.120,235.987,175120.0,235987.0
Bằng ngoại tệ,Tiền gửi không kỳ hạn của các TCTD khác > Bằng ngoại tệ,Bằng ngoại tệ,3.612,2.504,3612.0,2504.0
Tiền gửi có kỳ hạn của các TCTD khác,Tiền gửi có kỳ hạn của các TCTD khác,Tiền gửi có kỳ hạn của các TCTD khác,Tiền gửi có kỳ hạn của các TCTD khác,Tiền gửi có kỳ hạn của các TCTD khác,,
Bằng VND,Tiền gửi có kỳ hạn của các TCTD khác > Bằng VND,Bằng VND,7.566.000,10.905.000,7566000.0,10905000.0
Bằng ngoại tệ,Tiền gửi có kỳ hạn của các TCTD khác > Bằng ngoại tệ,Bằng ngoại tệ,1.039.500,115.875,1039500.0,115875.0
,,,8.784.232,11.259.366,8784232.0,11259366.0
"Vay các TCTD, TCTC khác","Vay các TCTD, TCTC khác","Vay các TCTD, TCTC khác","Vay các TCTD, TCTC khác","Vay các TCTD, TCTC khác",,
"Vay các TCTD, TCTC khác bằng VND","Vay các TCTD, TCTC khác > Vay các TCTD, TCTC khác bằng VND","Vay các TCTD, TCTC khác bằng VND",7.740.666,4.822.604,7740666.0,4822604.0
"Vay các TCTD, TCTC khác bằng ngoại tệ (*)","Vay các TCTD, TCTC khác > Vay các TCTD, TCTC khác bằng ngoại tệ (*)","Vay các TCTD, TCTC khác bằng ngoại tệ (*)",13.300.355,2.640.653,13300355.0,2640653.0
Phải trả trong nghiệp vụ thư tín dụng trả chậm có thể thanh toán ngay,"Vay các TCTD, TCTC khác > Phải trả trong nghiệp vụ thư tín dụng trả chậm có thể thanh toán ngay",Phải trả trong nghiệp vụ thư tín dụng trả chậm có thể thanh toán ngay,14.097.551,13.392.568,14097551.0,13392568.0
,,,35.138.572,20.855.825,35138572.0,20855825.0
,,,43.922.804,32.115.191,43922804.0,32115191.0
