row_label_raw,row_label_full,col_0,31/12/2020,31/12/2020_1,31/12/2019,31/12/2019_1,numeric__31/12/2020,numeric__31/12/2020_1,numeric__31/12/2019,numeric__31/12/2019_1
,,,Triệu VND,%,Triệu VND,%,,,,
"Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản",3.786.880,"1,71",1.224.901,"0,64",3786880.0,1.71,1224901.0,0.64
Khai khoáng,Khai khoáng,Khai khoáng,927.374,"0,42",872.775,"0,45",927374.0,0.42,872775.0,0.45
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",14.266.805,"6,46",12.299.785,"6,39",14266805.0,6.46,12299785.0,6.39
"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",2.803.150,"1,27",2.500.209,"1,30",2803150.0,1.27,2500209.0,1.3
"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",181.272,"0,08",204.229,"0,11",181272.0,0.08,204229.0,0.11
Xây dựng,Xây dựng,Xây dựng,24.703.820,"11,18",21.607.181,"11,22",24703820.0,11.18,21607181.0,11.22
"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",31.836.141,"14,41",29.559.991,"15,35",31836141.0,14.41,29559991.0,15.35
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,5.899.292,"2,67",7.286.253,"3,78",5899292.0,2.67,7286253.0,3.78
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,10.017.665,"4,53",9.809.042,"5,09",10017665.0,4.53,9809042.0,5.09
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,234.725,"0,11",345.026,"0,18",234725.0,0.11,345026.0,0.18
Hoạt động tài chính và bảo hiểm,Hoạt động tài chính và bảo hiểm,Hoạt động tài chính và bảo hiểm,7.430.985,"3,36",5.749.920,"2,98",7430985.0,3.36,5749920.0,2.98
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,28.378.235,"12,84",20.535.962,"10,66",28378235.0,12.84,20535962.0,10.66
"Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ",456.384,"0,21",565.941,"0,29",456384.0,0.21,565941.0,0.29
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,1.087.771,"0,49",1.476.380,"0,77",1087771.0,0.49,1476380.0,0.77
"Hoạt động của Đảng cộng sản, tổ chức chính trị - xã hội, quản lý Nhà nước, an ninh quốc phòng; đảm bảo xã hội bất buộc","Hoạt động của Đảng cộng sản, tổ chức chính trị - xã hội, quản lý Nhà nước, an ninh quốc phòng; đảm bảo xã hội bất buộc","Hoạt động của Đảng cộng sản, tổ chức chính trị - xã hội, quản lý Nhà nước, an ninh quốc phòng; đảm bảo xã hội bất buộc",3.970,"0,00",6.433,"0,00",3970.0,0.0,6433.0,0.0
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,141.609,"0,06",237.645,"0,12",141609.0,0.06,237645.0,0.12
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,94.361,"0,04",61.958,"0,03",94361.0,0.04,61958.0,0.03
"Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí",106.138,"0,05",293.082,"0,15",106138.0,0.05,293082.0,0.15
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,535.206,"0,24",423.702,"0,22",535206.0,0.24,423702.0,0.22
"Hoạt động làm thuê các công việc trong hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tư tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tư tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tư tiêu dùng của hộ gia đình",51.717.483,"23,42",50.249.599,"26,09",51717483.0,23.42,50249599.0,26.09
"Cho vay cá nhân để mua nhà ở, nhận quyền sử dụng đất để xây nhà ở","Cho vay cá nhân để mua nhà ở, nhận quyền sử dụng đất để xây nhà ở","Cho vay cá nhân để mua nhà ở, nhận quyền sử dụng đất để xây nhà ở",36.334.720,"16,45",27.319.010,"14,18",36334720.0,16.45,27319010.0,14.18
Hoạt động của các tổ chức và cơ quan quốc tế,Hoạt động của các tổ chức và cơ quan quốc tế,Hoạt động của các tổ chức và cơ quan quốc tế,613,"0,00",3.259,"0,00",613.0,0.0,3259.0,0.0
,,,220.944.599,100,192.632.283,100,220944599.0,100.0,192632283.0,100.0
