row_label_raw,row_label_full,col_0,31/12/2020,31/12/2020_1,31/12/2019,31/12/2019_1,numeric__31/12/2020,numeric__31/12/2020_1,numeric__31/12/2019,numeric__31/12/2019_1
,,,Triệu VND,%,Triệu VND,%,,,,
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,1.684.444,"0,76",1.922.461,"1,00",1684444.0,0.76,1922461.0,1.0
Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,301.867,"0,14",412.867,"0,21",301867.0,0.14,412867.0,0.21
Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,152.910,"0,07",27.830,"0,01",152910.0,0.07,27830.0,0.01
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,50.880.556,"23,03",41.273.951,"21,43",50880556.0,23.03,41273951.0,21.43
Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết hoặc Nhà nước giữ quyền chi phối,Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết hoặc Nhà nước giữ quyền chi phối,Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết hoặc Nhà nước giữ quyền chi phối,154.507,"0,07",269.930,"0,14",154507.0,0.07,269930.0,0.14
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,65.565.808,"29,68",57.870.189,"30,04",65565808.0,29.68,57870189.0,30.04
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,529.038,"0,24",440.954,"0,23",529038.0,0.24,440954.0,0.23
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,316.962,"0,14",114.211,"0,06",316962.0,0.14,114211.0,0.06
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,82.984,"0,04",60.566,"0,03",82984.0,0.04,60566.0,0.03
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",101.274.350,"45,83",90.228.665,"46,84",101274350.0,45.83,90228665.0,46.84
"Đơn vị hành chính sự nghiệp, Đàng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đàng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đàng, đoàn thể và hiệp hội",-,"0,00",9.808,"0,01",,0.0,9808.0,0.01
Khác,Khác,Khác,1.173,"0,00",851,"0,00",1173.0,0.0,851.0,0.0
,,,220.944.599,100,192.632.283,100,220944599.0,100.0,192632283.0,100.0
