row_label_raw,row_label_full,col_0,col_1,2020Triệu VND,2019Triệu VND,numeric__col_1,numeric__2020Triệu VND,numeric__2019Triệu VND
,,,,2020Triệu VND,2019Triệu VND,,,
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 01,01,Mua sắm tài sản cố định,(21.122),(32.541),,-21122.0,-32541.0
02,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",7.297,5,,7297.0,5.0
07,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 07,07,"Tiền chi đầu tư, góp vốn vào các đơn vị khác",-,(11.000),,,-11000.0
09,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",6.472,2.804.053,,6472.0,2804053.0
II,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > II,II,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG ĐẦU TƯ,(7.353),2.760.517,,-7353.0,2760517.0
03,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 03,03,Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,-,(2.615.000),,,-2615000.0
05,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 05,05,Tiền chi ra mua cổ phiếu quỹ,-,(1.110.590),,,-1110590.0
06,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 06,06,Tiền thu được do bán cổ phiếu quỹ,170.000,310.000,,170000.0,310000.0
III,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > III,III,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG TÀI CHÍNH,170.000,(3.415.590),,170000.0,-3415590.0
IV,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > IV,IV,LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,6.418.413,(8.381.639),,6418413.0,-8381639.0
V,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > V,V,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIÊN ĐẦU NĂM,19.739.349,28.120.988,,19739349.0,28120988.0
VII,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > VII,VII,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIÊN CUỐI NĂM (THUYẾT MINH 39),26.157.762,19.739.349,,26157762.0,19739349.0
