row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2020 Triệu VND,31/12/2019 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2020 Triệu VND,numeric__31/12/2019 Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,Tiền mặt và vàng,5,3.282.556,2.459.321,,5.0,3282556.0,2459321.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,6,5.264.256,3.009.041,,6.0,5264256.0,3009041.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,7,23.336.733,18.422.054,,7.0,23336733.0,18422054.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,,17.610.950,14.270.987,,,17610950.0,14270987.0
2,A > 2,2,Cho vay các tổ chức tín dụng khác,,5.725.783,4.151.067,,,5725783.0,4151067.0
IV,A > IV,IV,Chứng khoán kinh doanh,8,493.214,1.566.592,,8.0,493214.0,1566592.0
1,A > 1,1,Chứng khoán kinh doanh,,493.214,1.571.141,,,493214.0,1571141.0
2,A > 2,2,Dự phòng rủi ro chứng khoán kinh doanh,,-,(4.549),,,,-4549.0
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,9,-,4.617,,9.0,,4617.0
VI,A > VI,VI,Cho vay khách hàng,,218.119.141,189.921.070,,,218119141.0,189921070.0
1,A > 1,1,Cho vay khách hàng,10,220.944.599,192.632.283,,10.0,220944599.0,192632283.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,11,(2.825.458),(2.711.213),,11.0,-2825458.0,-2711213.0
VII,A > VII,VII,Hoạt động mua nợ,12,4.055.585,4.028.942,,12.0,4055585.0,4028942.0
1,A > 1,1,Mua nợ,,4.086.232,4.061.225,,,4086232.0,4061225.0
2,A > 2,2,Dự phòng rủi ro hoạt động mua nợ,,(30.647),(32.283),,,-30647.0,-32283.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,,75.631.091,67.635.034,,,75631091.0,67635034.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,13,75.959.904,67.786.907,,13.0,75959904.0,67786907.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,14,(328.813),(151.873),,14.0,-328813.0,-151873.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",15,7.905.616,7.831.460,,15.0,7905616.0,7831460.0
1,A > 1,1,Đầu tư vào công ty con,,7.667.035,7.667.035,,,7667035.0,7667035.0
4,A > 4,4,Đầu tư dài hạn khác,,238.602,238.602,,,238602.0,238602.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,,(21),(74.177),,,-21.0,-74177.0
X,A > X,X,Tài sản cố định,,1.406.733,1.506.316,,,1406733.0,1506316.0
1,A > 1,1,Tài sản cố định hữu hình,16,1.144.225,1.236.123,,16.0,1144225.0,1236123.0
a,A > a,a,Nguyên giá,,2.020.338,1.989.933,,,2020338.0,1989933.0
b,A > b,b,Giá trị hao mòn lũy kế,,(876.113),(753.810),,,-876113.0,-753810.0
3,A > 3,3,Tài sản cố định vô hình,17,262.508,270.193,,17.0,262508.0,270193.0
a,A > a,a,Nguyên giá,,729.508,630.170,,,729508.0,630170.0
b,A > b,b,Giá trị hao mòn lũy kế,,(467.000),(359.977),,,-467000.0,-359977.0
XII,A > XII,XII,Tài sản Có khác,18,20.562.859,20.583.240,,18.0,20562859.0,20583240.0
1,A > 1,1,Các khoản phải thu,,15.718.613,14.897.871,,,15718613.0,14897871.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,3.694.103,4.451.996,,,3694103.0,4451996.0
4,A > 4,4,Tài sản Có khác,,1.183.112,1.255.945,,,1183112.0,1255945.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,,(32.969),(22.572),,,-32969.0,-22572.0
,,,TỔNG TÀI SẢN,,360.057.784,316.967.687,,,360057784.0,316967687.0
