row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2020 Triệu VND,31/12/2019 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2020 Triệu VND,numeric__31/12/2019 Triệu VND
B,B,B,NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU NỘ PHẢI TRẢ,,,,,,,
I,B > I,I,Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam (“NHNNVN”),19,14.220,19.492,,19.0,14220.0,19492.0
II,B > II,II,"Tiền gửi và vay các tổ chức tín dụng (“TCTD”), tổ chức tài chính (“TCTC”) khác",20,43.922.804,32.115.191,,20.0,43922804.0,32115191.0
1,B > 1,1,Tiền gửi của các TCTD khác,,8.784.232,11.259.366,,,8784232.0,11259366.0
2,B > 2,2,"Vay các TCTD, TCTC khác",,35.138.572,20.855.825,,,35138572.0,20855825.0
III,B > III,III,Tiền gửi của khách hàng,21,229.675.779,210.983.782,,21.0,229675779.0,210983782.0
IV,B > IV,IV,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,9,113.880,-,,9.0,113880.0,
V,B > V,V,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",22,187.156,291.823,,22.0,187156.0,291823.0
VI,B > VI,VI,Phát hành giấy tờ có giá,23,31.767.447,27.420.246,,23.0,31767447.0,27420246.0
VII,B > VII,VII,Các khoản nợ khác,24,9.575.126,8.950.910,,24.0,9575126.0,8950910.0
1,B > 1,1,"Các khoản lãi, phí phải trả",,5.419.142,6.560.965,,,5419142.0,6560965.0
3,B > 3,3,Các khoản phải trả và công nợ khác,,4.155.984,2.389.945,,,4155984.0,2389945.0
,,,TỔNG NỘ PHẢI TRẢ,,315.256.412,279.781.444,,,315256412.0,279781444.0
,,,VỐN CHỦ SỞ HỮU,,,,,,,
VIII,B > VIII,VIII,Vốn và các quỹ,27,44.801.372,37.186.243,,27.0,44801372.0,37186243.0
1,B > 1,1,Vốn,,23.466.370,23.296.370,,,23466370.0,23296370.0
a,B > a,a,Vốn điều lệ,,25.299.680,25.299.680,,,25299680.0,25299680.0
c,B > c,c,Thặng dư vốn cổ phần,,365.727,692.720,,,365727.0,692720.0
d,B > d,d,Cổ phiếu quỹ,,(2.199.037),(2.696.030),,,-2199037.0,-2696030.0
2,B > 2,2,Các quỹ của tổ chức tín dụng,,4.738.580,3.622.029,,,4738580.0,3622029.0
5,B > 5,5,Lợi nhuận chưa phân phối,,16.596.422,10.267.844,,,16596422.0,10267844.0
,,,TỔNG VỐN CHỦ SỞ HỮU,,44.801.372,37.186.243,,,44801372.0,37186243.0
,,,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,360.057.784,316.967.687,,,360057784.0,316967687.0
