row_label_raw,row_label_full,col_0,31/12/2020%/năm,31/12/2019%/năm,numeric__31/12/2020%/năm,numeric__31/12/2019%/năm
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"0,12% - 3,85%","1,30% - 6,45%",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng VND > Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"0,15%","2,00%",0.0015,0.02
Cho vay bằng VND,Cho vay bằng VND,Cho vay bằng VND,"0,6% - 5,5%","3,54% - 5,50%",,
Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,Không áp dụng,Không áp dụng,,
