row_label_raw,row_label_full,CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN_1,Thuyết minh > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,31/12/2020Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,31/12/2019Triệu VND(Trình bày lại) > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN_1,numeric__Thuyết minh > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__31/12/2020Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__31/12/2019Triệu VND(Trình bày lại) > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN
I,I,I,NGHĨA VỤ NỘ TIỀM ẦN,41,,,,41.0,,
1,1,1,Bảo lãnh vay vốn,,33.721,25.262,,,33721.0,25262.0
2,2,2,Cam kết giao dịch hối đoái,,111.653.411,89.266.015,,,111653411.0,89266015.0
2,2,2,Cam kết mua ngoại tệ,,2.243.568,1.577.709,,,2243568.0,1577709.0
2,2,2,Cam kết bán ngoại tệ,,6.932.263,1.716.899,,,6932263.0,1716899.0
2,2,2,Cam kết giao dịch hoán đổi,,102.477.580,85.971.407,,,102477580.0,85971407.0
4,4,4,Cam kết trong nghiệp vụ L/C,,21.895.226,22.116.713,,,21895226.0,22116713.0
5,5,5,Bảo lãnh khác,,16.884.961,16.156.865,,,16884961.0,16156865.0
6,6,6,Các cam kết khác,,234.796.847,115.638.700,,,234796847.0,115638700.0
