row_label_raw,row_label_full,col_0,31/12/2020,31/12/2020_1,31/12/2019,31/12/2019_1,numeric__31/12/2020,numeric__31/12/2020_1,numeric__31/12/2019,numeric__31/12/2019_1
,,,Triệu VND,%,Triệu VND,%,,,,
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,2.915.350,"1,27",2.663.269,"1,26",2915350.0,1.27,2663269.0,1.26
Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,1.641.028,"0,71",1.219.309,"0,58",1641028.0,0.71,1219309.0,0.58
Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,119.481,"0,05",586.735,"0,28",119481.0,0.05,586735.0,0.28
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,25.327.974,"11,03",28.895.664,"13,70",25327974.0,11.03,28895664.0,13.7
Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết hoặc Nhà nước giữ quyền chi phối,Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết hoặc Nhà nước giữ quyền chi phối,Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết hoặc Nhà nước giữ quyền chi phối,4.292.174,"1,87",3.485.615,"1,65",4292174.0,1.87,3485615.0,1.65
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,68.742.166,"29,93",35.258.456,"16,71",68742166.0,29.93,35258456.0,16.71
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,7.499,-,3.567,"0,00",7499.0,,3567.0,0.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,33.154,"0,01",49.893,"0,02",33154.0,0.01,49893.0,0.02
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,1.261.113,"0,55",674.667,"0,32",1261113.0,0.55,674667.0,0.32
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,514.857,"0,22",15.492,"0,01",514857.0,0.22,15492.0,0.01
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",121.299.803,"52,83",134.882.868,"63,93",121299803.0,52.83,134882868.0,63.93
"Đơn vị hành chính sự nghiệp, Đắng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đắng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đắng, đoàn thể và hiệp hội",3.364.262,"1,46",3.167.201,"1,50",3364262.0,1.46,3167201.0,1.5
Khách hàng khác,Khách hàng khác,Khách hàng khác,156.918,"0,07",81.046,"0,04",156918.0,0.07,81046.0,0.04
,,,229.675.779,100,210.983.782,100,229675779.0,100.0,210983782.0,100.0
