row_label_raw,row_label_full,col_0,Giá trị ghi sổ > 31/12/2020Triệu VND,Giá trị ghi sổ > 31/12/2019Triệu VND,numeric__Giá trị ghi sổ > 31/12/2020Triệu VND,numeric__Giá trị ghi sổ > 31/12/2019Triệu VND
Của khách hàng,Của khách hàng,Của khách hàng,Của khách hàng,Của khách hàng,,
Bắt động sản,Của khách hàng > Bắt động sản,Bắt động sản,361.123.448,257.378.298,361123448.0,257378298.0
Động sản,Của khách hàng > Động sản,Động sản,47.697.524,46.043.599,47697524.0,46043599.0
Giấy tờ có giá,Của khách hàng > Giấy tờ có giá,Giấy tờ có giá,193.716.412,136.670.840,193716412.0,136670840.0
Các tài sản đảm bảo khác,Của khách hàng > Các tài sản đảm bảo khác,Các tài sản đảm bảo khác,243.519.377,213.704.886,243519377.0,213704886.0
,,,846.056.761,653.797.623,846056761.0,653797623.0
Của các TCTD khác,Của các TCTD khác,Của các TCTD khác,Của các TCTD khác,Của các TCTD khác,,
Giấy tờ có giá,Của các TCTD khác > Giấy tờ có giá,Giấy tờ có giá,1.997.296,979.728,1997296.0,979728.0
,,,848.054.057,654.777.351,848054057.0,654777351.0
