row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022%/năm,Ngày 31 tháng 12năm 2021%/năm,numeric__Ngày 31 tháng 12năm 2022%/năm,numeric__Ngày 31 tháng 12năm 2021%/năm
Bằng VND,Bằng VND,Bằng VND,"2,90 - 8,50","1,60 - 2,10",,
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,"4,12 - 4,60","0,01 - 0,25",,
