row_label_raw,row_label_full,Chỉ tiêu > Số đầu năm > Tăng vốn trong năm (*) > Lợi nhuận trong năm,Vốn điều lệ (*) Triệu đồng > 6.969.999 > 2.439.472 > -,Thăng dư vốn cổ phần Triệu đồng > 34.279 > -,Quỹ dự trữ bổ sung vốn điều lệ Triệu đồng > 262.812(183.405) > -,Quỹ dự phòng tài chính Triệu đồng > 724.156 > -,Quỹ khác thuộc vốn chủ sở hữu Triệu đồng > 18.108 > -,Lợi nhuận chưa phân phối Triệu đồng > 3.648.105(2.256.067) > 1.352.562 > (31.764),Tổng công Triệu đồng > 11.657.459 > 1.352.562 > (31.764),numeric__Vốn điều lệ (*) Triệu đồng > 6.969.999 > 2.439.472 > -,numeric__Thăng dư vốn cổ phần Triệu đồng > 34.279 > -,numeric__Quỹ dự trữ bổ sung vốn điều lệ Triệu đồng > 262.812(183.405) > -,numeric__Quỹ dự phòng tài chính Triệu đồng > 724.156 > -,numeric__Quỹ khác thuộc vốn chủ sở hữu Triệu đồng > 18.108 > -,numeric__Lợi nhuận chưa phân phối Triệu đồng > 3.648.105(2.256.067) > 1.352.562 > (31.764),numeric__Tổng công Triệu đồng > 11.657.459 > 1.352.562 > (31.764)
Trích quỹ khen,Trích quỹ khen,Trích quỹ khen,,,,,,,,,,,,,,
"thường, phúc lợi","Trích quỹ khen > thường, phúc lợi","thường, phúc lợi",-,-,-,-,-,(202.884),-,,,,,,-202884.0,
Trích quỹ kỳ này,Trích quỹ khen > Trích quỹ kỳ này,Trích quỹ kỳ này,-,-,67.628,135.256,-,-,-,,,67628.0,135256.0,,,
Số cuối năm,Trích quỹ khen > Số cuối năm,Số cuối năm,9.409.471,34.279,147.035,859.412,18.108,2.509.952,12.978.257,9409471.0,34279.0,147035.0,859412.0,18108.0,2509952.0,12978257.0
