row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay Triệu đồng,Năm trước Triệu đồng,numeric__Thuyết minh,numeric__Năm nay Triệu đồng,numeric__Năm trước Triệu đồng
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,7.989.294,6.470.114,,7989294.0,6470114.0
Chi phí lãi và các chi phí tương tự đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(3.870.677),(3.536.124),,-3870677.0,-3536124.0
Thu nhập từ hoạt động dịch vụ nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,247.889,372.100,,247889.0,372100.0
"Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ","Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ",,56.328,1.082.944,,56328.0,1082944.0
Thu nhập/(chi phí) khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập/(chi phí) khác,Thu nhập/(chi phí) khác,,5.089,(13.891),,5089.0,-13891.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",30,345.889,182.675,30.0,345889.0,182675.0
"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,(1.979.089),(1.731.464),,-1979089.0,-1731464.0
Tiền thuế thu nhập thực nộp trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,22,(422.641),(338.409),22.0,-422641.0,-338409.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,,2.372.082,2.487.945,,2372082.0,2487945.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,,,,
Giảm/(tăng) các khoản cho vay các TCTD khác,Những thay đổi về tài sản hoạt động > Giảm/(tăng) các khoản cho vay các TCTD khác,Giảm/(tăng) các khoản cho vay các TCTD khác,,4.489.794,(917.404),,4489794.0,-917404.0
Giảm/(tăng) các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > Giảm/(tăng) các khoản về kinh doanh chứng khoán,Giảm/(tăng) các khoản về kinh doanh chứng khoán,,4.725.506,(3.229.546),,4725506.0,-3229546.0
Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,Những thay đổi về tài sản hoạt động > Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,,(324.566),(115.879),,-324566.0,-115879.0
Tăng các khoản cho vay khách hàng,Những thay đổi về tài sản hoạt động > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,(13.923.419),(5.580.733),,-13923419.0,-5580733.0
"Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tồn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Những thay đổi về tài sản hoạt động > Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tồn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tồn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)",,(907.332),(784.565),,-907332.0,-784565.0
(Tăng)/giảm khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > (Tăng)/giảm khác về tài sản hoạt động,(Tăng)/giảm khác về tài sản hoạt động,,(1.739.581),397.855,,-1739581.0,397855.0
Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,,,,,,
"(Giảm)/tăng các khoản tiền gửi, tiền vay các TCTD","Những thay đổi về nợ phải trả hoạt động > (Giảm)/tăng các khoản tiền gửi, tiền vay các TCTD","(Giảm)/tăng các khoản tiền gửi, tiền vay các TCTD",,(5.233.763),912.344,,-5233763.0,912344.0
Tăng/(giảm) tiền gửi của khách hàng,Những thay đổi về nợ phải trả hoạt động > Tăng/(giảm) tiền gửi của khách hàng,Tăng/(giảm) tiền gửi của khách hàng,,16.287.569,(4.672.745),,16287569.0,-4672745.0
Giảm các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Những thay đổi về nợ phải trả hoạt động > Giảm các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Giảm các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,-,(74.781),,,-74781.0
(Giảm)/tăng phát hành giấy tờ có giá,Những thay đổi về nợ phải trả hoạt động > (Giảm)/tăng phát hành giấy tờ có giá,(Giảm)/tăng phát hành giấy tờ có giá,,(3.705.930),5.800.000,,-3705930.0,5800000.0
"Giảm vốn tài trợ, uỷ thác đầu tư, cho vay TCTD chịu rủi ro","Những thay đổi về nợ phải trả hoạt động > Giảm vốn tài trợ, uỷ thác đầu tư, cho vay TCTD chịu rủi ro","Giảm vốn tài trợ, uỷ thác đầu tư, cho vay TCTD chịu rủi ro",,(343.805),(379.191),,-343805.0,-379191.0
Tăng khác về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động > Tăng khác về nợ phải trả hoạt động,Tăng khác về nợ phải trả hoạt động,,337.408,77.944,,337408.0,77944.0
Tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,Những thay đổi về nợ phải trả hoạt động > Tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,Tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,,2.033.963,(6.078.756),,2033963.0,-6078756.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ Mua sắm tài sản cố định,Những thay đổi về nợ phải trả hoạt động > LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ Mua sắm tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ Mua sắm tài sản cố định,,(250.864),(53.253),,-250864.0,-53253.0
"Tiền thu từ thanh lý, nhượng bán tài sản cố định","Những thay đổi về nợ phải trả hoạt động > Tiền thu từ thanh lý, nhượng bán tài sản cố định","Tiền thu từ thanh lý, nhượng bán tài sản cố định",,1.476,3.981,,1476.0,3981.0
"Tiền thu từ đầu tư, góp vốn vào các đơn vị khác","Những thay đổi về nợ phải trả hoạt động > Tiền thu từ đầu tư, góp vốn vào các đơn vị khác","Tiền thu từ đầu tư, góp vốn vào các đơn vị khác",,53.500,89.681,,53500.0,89681.0
"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Những thay đổi về nợ phải trả hoạt động > Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,26.448,104.092,,26448.0,104092.0
Tiền thuần (sử dụng vào)/từ hoạt động đầu tư,Những thay đổi về nợ phải trả hoạt động > Tiền thuần (sử dụng vào)/từ hoạt động đầu tư,Tiền thuần (sử dụng vào)/từ hoạt động đầu tư,,(169.440),144.501,,-169440.0,144501.0
