row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Các giao dịch,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,,,
Tập đoàn Geleximco- Công ty CP,Tập đoàn Geleximco- Công ty CP,Tập đoàn Geleximco- Công ty CP,Nhận tiền gửi không kỳ hạnRút tiền gửi không kỳ hạn,1.204.559(1.204.784),725.979(725.979),,,
Malayan BankingBerhad - Maylaysia,Malayan BankingBerhad - Maylaysia,Malayan BankingBerhad - Maylaysia,Nhận tiền gửi không kỳ hạnRút tiền gửi không kỳ hạnABB gửi tiền không kỳ hạnThu lãi tiền gửiTrả lãi tiền gửiThu từ các công cụ tài chínhphái sinh tiền tệChi từ các công cụ tài chínhphái sinh tiền tệ,324.354(330.286)11(1)9.262(272),35.501(33.754)11(1)4.180(284),,,
Công ty Tài chínhQuốc tế,Công ty Tài chínhQuốc tế,Công ty Tài chínhQuốc tế,Số tiền trả nợTrả lãi tiền vay,(835.666)(24.965),(842.769)(8.516),,,
Các công ty liênquan của Tập đoànGeleximco - Công tyCP,Các công ty liênquan của Tập đoànGeleximco - Công tyCP,Các công ty liênquan của Tập đoànGeleximco - Công tyCP,Nhận tiền gửi không kỳ hạnRút tiền gửi không kỳ hạnNhận tiền gửi có kỳ hạnRút tiền gửi có kỳ hạnTrả lãi tiền gửi,28.997.619(29.073.329)5.599.958(6.073.964)(5.300),28.736.023(29.519.274)3.173.132(3.207.853)(1.557),,,
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,,
ABBA và ABBAS,ABBA và ABBAS,ABBA và ABBAS,Nhận tiền gửi không kỳ hạnRút tiền gửi không kỳ hạnNhận tiền gửi có kỳ hạnRút tiền gửi có kỳ hạnChi phí dịch vụ quản lýtài sảnTrả lãi tiền gửiThu nhập tử chia cổ tứcNhận cổ tứcĐặt cọc mua bất động sảnThu nhập khácChi phí dịch vụ kiểm ngânđiện lực,858.679(857.893)195.781(193.881)(61.307)(386)43.565-144.0005.3162.588,667.049(671.005)43.063(43.363)(54.397)(35)73.64797.484--,,,
