row_label_raw,row_label_full,col_0,Dự phòngcụ thểTriệu đồng,Dự phòngchungTriệu đồng,Tổng cộngTriệu đồng,numeric__Dự phòngcụ thểTriệu đồng,numeric__Dự phòngchungTriệu đồng,numeric__Tổng cộngTriệu đồng
Số đầu năm,Số đầu năm,Số đầu năm,-,1.149,1.149,,1149.0,1149.0
Số trích lập trong năm,Số trích lập trong năm,Số trích lập trong năm,-,-,-,,,
Số cuối năm,Số trích lập trong năm > Số cuối năm,Số cuối năm,-,1.149,1.149,,1149.0,1149.0
