row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Các giao dịch,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Nhận tiền gửi không kỳ hạnRút tiền gửi không kỳ hạnNhận tiền gửi có kỳ hạnRút tiền gửi có kỳ hạnNhận tiền gửi tiết kiệmcó kỳ hạnRút tiền gửi tiết kiệmcó kỳ hạnTrả lái tiền gửiThù lao và phụ cấp,1.051.296(1.061.323)1.421(1.495)375.145(667.905)(6.535)(40.143),75.943(70.756)3(103)476(14.030)(1.780)(32.812),,,
Ban Điều hành,Ban Điều hành,Ban Điều hành,Nhận tiền gửi không kỳ hạnRút tiền gửi không kỳ hạnNhận tiền gửi có kỳ hạnRút tiền gửi có kỳ hạnNhận tiền gửi tiết kiệmcó kỳ hạnRút tiền gửi tiết kiệmcó kỳ hạnTrả lái tiền gửiTrả lái phát hành giấy tờcó giáTiền lương và phụ cấp,88.124(89.390)11.071(9.790)8.102(2.580)(363)(1)(27.042),32.056(32.101)39(1.045)-(57)(4)(21.257),,,
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Nhận tiền gửi không kỳ hạnRút tiền gửi không kỳ hạnNhận tiền gửi có kỳ hạnRút tiền gửi có kỳ hạnNhận tiền gửi tiết kiệm có kỳ hạnRút tiền gửi tiết kiệm có kỳ hạnTrả lái tiền gửiThù lao và phụ cấp,32.238(32.196)2.426(2.876)19.826(10.846)(151)(4.736),9.964(10.887)3(821)7(80)(18)(3.352),,,
