row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022Đồng,Ngày 31 tháng 12năm 2021Đồng,numeric__Ngày 31 tháng 12năm 2022Đồng,numeric__Ngày 31 tháng 12năm 2021Đồng
USD,USD,USD,23.550,22.800,23550.0,22800.0
EUR,EUR,EUR,25.228,25.848,25228.0,25848.0
GBP,GBP,GBP,28.470,30.762,28470.0,30762.0
JPY,JPY,JPY,174,199,174.0,199.0
AUD,AUD,AUD,15.968,16.518,15968.0,16518.0
CAD,CAD,CAD,17.425,17.880,17425.0,17880.0
NZD,NZD,NZD,14.681,15.563,14681.0,15563.0
SGD,SGD,SGD,17.287,16.852,17287.0,16852.0
CHF,CHF,CHF,24.407,25.822,24407.0,25822.0
HKD,HKD,HKD,2.894,2.922,2894.0,2922.0
