row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm Triệu đồng,Số đầu năm Triệu đồng,numeric__Thuyết minh,numeric__Số cuối năm Triệu đồng,numeric__Số đầu năm Triệu đồng
Nghĩa vụ nợ tiềm ăn và các cam kết đưa ra,Nghĩa vụ nợ tiềm ăn và các cam kết đưa ra,Nghĩa vụ nợ tiềm ăn và các cam kết đưa ra,36,102.907.266,354.964.003,36.0,102907266.0,354964003.0
- Cam kết giao dịch hồi đoái,- Cam kết giao dịch hồi đoái,- Cam kết giao dịch hồi đoái,,94.405.275,348.211.786,,94405275.0,348211786.0
Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,,14.701.079,80.810.186,,14701079.0,80810186.0
Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,,14.615.886,80.777.940,,14615886.0,80777940.0
Cam kết giao dịch hoán đổi,Cam kết giao dịch hoán đổi,Cam kết giao dịch hoán đổi,,65.088.310,186.623.660,,65088310.0,186623660.0
- Cam kết cho vay không hủy ngang,- Cam kết cho vay không hủy ngang,- Cam kết cho vay không hủy ngang,,30.493,42.645,,30493.0,42645.0
- Cam kết trong nghiệp vụ thư tín dụng,- Cam kết trong nghiệp vụ thư tín dụng,- Cam kết trong nghiệp vụ thư tín dụng,,2.877.343,581.602,,2877343.0,581602.0
- Bảo lãnh khác,- Bảo lãnh khác,- Bảo lãnh khác,,5.437.124,4.836.145,,5437124.0,4836145.0
- Các cam kết khác,- Các cam kết khác,- Các cam kết khác,,157.031,1.291.825,,157031.0,1291825.0
Lãi cho vay và phí phải thu chưa thu được,Lãi cho vay và phí phải thu chưa thu được,Lãi cho vay và phí phải thu chưa thu được,37,839.596,832.607,37.0,839596.0,832607.0
Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,38,7.739.655,6.629.869,38.0,7739655.0,6629869.0
Tài sản và chứng từ khác,Tài sản và chứng từ khác,Tài sản và chứng từ khác,39,1.987.011,4.115.565,39.0,1987011.0,4115565.0
