row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Bán hàng,Bán hàng,Bán hàng,13.619.919.666.233,15.409.008.031.343,13619919666233.0,15409008031343.0
Tổng Công ty Điện lực Dầu khí Việt Nam,Tổng Công ty Điện lực Dầu khí Việt Nam,Tổng Công ty Điện lực Dầu khí Việt Nam,6.750.598.490.575,8.938.657.161.510,6750598490575.0,8938657161510.0
Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,2.937.951.594.293,2.925.729.381.144,2937951594293.0,2925729381144.0
Tổng Công ty Phân bón và Hoá chất Dầu khí - CTCP,Tổng Công ty Phân bón và Hoá chất Dầu khí - CTCP,Tổng Công ty Phân bón và Hoá chất Dầu khí - CTCP,2.081.651.063.389,1.657.542.009.353,2081651063389.0,1657542009353.0
Tổng Công ty Dầu Việt Nam - Công ty TNHH MTV,Tổng Công ty Dầu Việt Nam - Công ty TNHH MTV,Tổng Công ty Dầu Việt Nam - Công ty TNHH MTV,661.696.854.775,388.105.804.405,661696854775.0,388105804405.0
Tổng Công ty Cổ phần Vận tải Dầu khí,Tổng Công ty Cổ phần Vận tải Dầu khí,Tổng Công ty Cổ phần Vận tải Dầu khí,532.758.917.446,655.098.143.353,532758917446.0,655098143353.0
Tổng Công ty Thăm dò Khai thác Dầu khí,Tổng Công ty Thăm dò Khai thác Dầu khí,Tổng Công ty Thăm dò Khai thác Dầu khí,371.215.732.112,331.429.707.589,371215732112.0,331429707589.0
Công ty Cổ phần Dầu tư Phát triển Gas Đô thị,Công ty Cổ phần Dầu tư Phát triển Gas Đô thị,Công ty Cổ phần Dầu tư Phát triển Gas Đô thị,229.328.338.431,440.830.190.037,229328338431.0,440830190037.0
Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,54.718.675.212,53.842.107.460,54718675212.0,53842107460.0
Liên doanh Việt Nga VietsovPetro,Liên doanh Việt Nga VietsovPetro,Liên doanh Việt Nga VietsovPetro,-,17.773.526.492,,17773526492.0
Mua hàng,Mua hàng,Mua hàng,18.741.821.961.580,19.957.255.831.633,18741821961580.0,19957255831633.0
Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,13.339.430.343.311,12.977.274.370.108,13339430343311.0,12977274370108.0
Công ty TNHH MTV Lộc hóa dầu Bình Sơn,Công ty TNHH MTV Lộc hóa dầu Bình Sơn,Công ty TNHH MTV Lộc hóa dầu Bình Sơn,1.949.970.079.845,2.417.827.225.050,1949970079845.0,2417827225050.0
Tổng Công ty Thăm dò Khai thác Dầu khí,Tổng Công ty Thăm dò Khai thác Dầu khí,Tổng Công ty Thăm dò Khai thác Dầu khí,1.048.742.351.337,1.282.789.088.209,1048742351337.0,1282789088209.0
Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,1.040.059.998.377,1.312.429.931.266,1040059998377.0,1312429931266.0
Liên doanh Việt - Nga VietsovPetro,Liên doanh Việt - Nga VietsovPetro,Liên doanh Việt - Nga VietsovPetro,727.544.887.849,1.015.304.485.769,727544887849.0,1015304485769.0
Tổng Công ty Cổ phần Vận tải Dầu khí,Tổng Công ty Cổ phần Vận tải Dầu khí,Tổng Công ty Cổ phần Vận tải Dầu khí,545.414.825.231,698.234.836.443,545414825231.0,698234836443.0
Công ty Cổ phần PVI,Công ty Cổ phần PVI,Công ty Cổ phần PVI,78.570.772.301,154.561.015.355,78570772301.0,154561015355.0
Tổng Công ty Tư vấn Thiết kế Dầu khí - CTCP,Tổng Công ty Tư vấn Thiết kế Dầu khí - CTCP,Tổng Công ty Tư vấn Thiết kế Dầu khí - CTCP,11.579.612.420,21.070.161.212,11579612420.0,21070161212.0
Tổng Công ty Cổ phần Xây lắp Dầu khí,Tổng Công ty Cổ phần Xây lắp Dầu khí,Tổng Công ty Cổ phần Xây lắp Dầu khí,509.090.909,77.764.718.221,509090909.0,77764718221.0
