row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,723.317.373.840,726.241.790.840,723317373840.0,726241790840.0
Hao mòn lũy kẽ tài sản cố định,Hao mòn lũy kẽ tài sản cố định,Hao mòn lũy kẽ tài sản cố định,97.222.545.217,87.674.340.048,97222545217.0,87674340048.0
Giá trị còn lại của tài sản cố định,Giá trị còn lại của tài sản cố định,Giá trị còn lại của tài sản cố định,626.094.828.623,638.567.450.792,626094828623.0,638567450792.0
,,,Năm nayVND,Năm trướcVND,,
Doanh thu của hợp đồng hợp tác kinh doanh,Doanh thu của hợp đồng hợp tác kinh doanh,Doanh thu của hợp đồng hợp tác kinh doanh,67.035.920.840,60.110.488.909,67035920840.0,60110488909.0
Giá vốn của hợp đồng hợp tác kinh doanh,Giá vốn của hợp đồng hợp tác kinh doanh,Giá vốn của hợp đồng hợp tác kinh doanh,45.957.481.860,26.651.725.618,45957481860.0,26651725618.0
Chi phí khác của hợp đồng hợp tác kinh doanh,Chi phí khác của hợp đồng hợp tác kinh doanh,Chi phí khác của hợp đồng hợp tác kinh doanh,72.873.316.690,604.049.495,72873316690.0,604049495.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,4.586.440.280,4.559.381.523,4586440280.0,4559381523.0
(Lỗ)/Lợi nhuận thuần sau thuế thu nhập doanh nghiệp,(Lỗ)/Lợi nhuận thuần sau thuế thu nhập doanh nghiệp,(Lỗ)/Lợi nhuận thuần sau thuế thu nhập doanh nghiệp,(56.381.317.990),28.295.332.273,-56381317990.0,28295332273.0
Phân chia theo tỷ lệ góp vốn:- Tổng Công ty Khí Việt Nam - Công ty cổ phần,Phân chia theo tỷ lệ góp vốn:- Tổng Công ty Khí Việt Nam - Công ty cổ phần,Phân chia theo tỷ lệ góp vốn:- Tổng Công ty Khí Việt Nam - Công ty cổ phần,(39.534.420.619),19.841.653.113,-39534420619.0,19841653113.0
- Tổng Công ty Tư vấn Thiết kẽ Dầu khí - Công ty cổ phần,- Tổng Công ty Tư vấn Thiết kẽ Dầu khí - Công ty cổ phần,- Tổng Công ty Tư vấn Thiết kẽ Dầu khí - Công ty cổ phần,(11.676.856.425),4.976.369.576,-11676856425.0,4976369576.0
- Công ty Cổ phần Địa ốc Phú Long,- Công ty Cổ phần Địa ốc Phú Long,- Công ty Cổ phần Địa ốc Phú Long,(5.170.040.946),3.477.309.584,-5170040946.0,3477309584.0
