row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
Kho cảng nhập khẩu LNG Sơn Mỹ,Kho cảng nhập khẩu LNG Sơn Mỹ,Kho cảng nhập khẩu LNG Sơn Mỹ,33.502.059.832.769,33.583.719.522.095,33502059832769.0,33583719522095.0
Kho chứa LNG quy mô 1 triệu tấn/năm tại Thị Vải,Kho chứa LNG quy mô 1 triệu tấn/năm tại Thị Vải,Kho chứa LNG quy mô 1 triệu tấn/năm tại Thị Vải,5.491.709.929.040,5.505.235.066.160,5491709929040.0,5505235066160.0
Nhà máy xử lý khí Cà Mau,Nhà máy xử lý khí Cà Mau,Nhà máy xử lý khí Cà Mau,5.068.782.115.916,7.339.317.320.149,5068782115916.0,7339317320149.0
Dự án thu gom và phân phối khí mô Cá Rồng Đỏ,Dự án thu gom và phân phối khí mô Cá Rồng Đỏ,Dự án thu gom và phân phối khí mô Cá Rồng Đỏ,4.046.601.152.024,4.079.833.332.262,4046601152024.0,4079833332262.0
Đường ống dẫn khí Nam Côn Sơn 2,Đường ống dẫn khí Nam Côn Sơn 2,Đường ống dẫn khí Nam Côn Sơn 2,2.537.476.166.684,2.559.903.218.466,2537476166684.0,2559903218466.0
"Hệ thống cung cấp khí khu vực Long Thành, Đồng Nai","Hệ thống cung cấp khí khu vực Long Thành, Đồng Nai","Hệ thống cung cấp khí khu vực Long Thành, Đồng Nai",257.061.143.810,-,257061143810.0,
Hệ thống cấp khí cho Công ty TNHH Intermalt Việt Nam,Hệ thống cấp khí cho Công ty TNHH Intermalt Việt Nam,Hệ thống cấp khí cho Công ty TNHH Intermalt Việt Nam,-,59.779.977.489,,59779977489.0
Khác,Khác,Khác,-,41.888.125.812,,41888125812.0
,,,50.903.690.340.243,53.169.676.562.433,50903690340243.0,53169676562433.0
